GMID,Name,School,Year,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
2543,Jamil Wilson,Marquette,2013,76,24,39,12,57,57,8,29,20
2544,Jake Anderson,Northern Illinois,2009,11,2,7,2,12,12,1,9,2
2544,Jake Anderson,Iowa State,2010,77,14,23,40,76,76,5,36,35
2545,Dominique Archie,South Carolina,2009,5,2,3,0,6,6,0,4,2
2546,Dwayne Collins,Miami (FL),2009,29,3,10,16,64,64,6,27,31
2547,Kenneth Cooper,UAB,2009,8,1,2,4,28,28,2,9,17
2548,Osiris Eldridge,Illinois State,2009,60,15,31,14,62,62,6,30,26
2549,Gary Flowers,Southern Mississippi,2009,38,16,12,10,69,69,5,33,31
2549,Gary Flowers,Southern Mississippi,2010,22,7,8,6,59,59,6,23,30
2550,Jonathan Gibson,New Mexico State,2009,23,9,7,7,21,21,3,11,7
2551,Kyle Gibson,Louisiana Tech,2009,16,4,5,7,15,15,2,9,4
2554,Dior Lowhorn,San Francisco,2009,3,1,1,1,15,15,4,7,4
2555,Ater Majok,Connecticut,2009,4,1,1,2,19,19,1,9,9
2557,Junior Salters,Wofford,2009,30,4,17,9,17,17,2,6,9
2558,Donald Sloan,Texas A&M,2009,68,10,20,37,75,75,8,46,21
2559,Jonathan Tavernari,Brigham Young,2009,44,13,17,14,36,36,2,16,18
2560,Malcolm Thomas,San Diego State,2009,61,15,37,9,45,45,5,21,19
2560,Malcolm Thomas,San Diego State,2010,71,13,36,22,59,59,1,25,33
2581,Derrick Caracter,UTEP,2009,25,3,13,8,69,69,7,20,42
2591,John Reik,Mississippi State,2009,0,0,0,0,3,3,0,2,1
2591,John Reik,Mississippi State,2010,0,0,0,0,0,0,0,0,0
2605,Ryan Anderson,Nebraska,2009,67,18,28,21,54,54,7,29,18
3520,Derrick Nix,Michigan State,2009,9,3,4,2,8,8,0,4,4
3520,Derrick Nix,Michigan State,2010,8,0,1,7,21,21,5,6,10
3520,Derrick Nix,Michigan State,2011,22,2,5,15,30,30,3,15,12
3520,Derrick Nix,Michigan State,2012,46,5,15,26,44,44,5,25,14
3521,Brad Redford,Xavier,2009,11,2,4,5,14,14,0,3,11
3521,Brad Redford,Xavier,2011,9,4,4,1,10,10,0,7,3
3521,Brad Redford,Xavier,2012,8,3,4,1,14,14,3,6,5
3522,David Kool,Western Michigan,2009,8,2,1,5,8,8,0,5,3
3528,John Roberson,Texas Tech,2009,154,44,68,42,83,83,4,58,21
3528,John Roberson,Texas Tech,2010,54,25,19,10,43,43,2,27,14
3532,Shawn Williams,Texas,2009,2,0,2,0,2,2,0,0,2
3532,Shawn Williams,Southern Methodist,2011,7,1,0,6,2,2,0,2,0
3532,Shawn Williams,Southern Methodist,2012,0,0,0,0,0,0,0,0,0
3532,Shawn Williams,Southern Methodist,2013,19,3,9,7,11,11,1,5,5
3540,Andy Polka,Loyola (IL),2009,5,1,2,2,6,6,0,1,5
3540,Andy Polka,Loyola (IL),2010,8,1,3,4,3,3,1,1,1
3541,Scott Christopherson,Iowa State,2009,31,13,6,12,39,39,2,20,17
3541,Scott Christopherson,Iowa State,2010,73,14,25,34,46,46,4,28,14
3541,Scott Christopherson,Iowa State,2011,70,12,23,34,60,60,9,35,16
3542,Keaton Nankivil,Wisconsin,2009,30,3,6,21,21,21,0,12,9
3542,Keaton Nankivil,Wisconsin,2010,22,6,1,15,28,28,1,17,10
3543,DeMarcus Phillips,Iowa State,2010,4,1,1,2,4,4,0,0,4
3544,Jeronne Maymon,Marquette,2009,5,2,2,1,10,10,0,7,3
3544,Jeronne Maymon,Tennessee,2010,0,0,0,0,9,9,1,4,4
3544,Jeronne Maymon,Tennessee,2011,34,1,17,16,67,67,6,36,25
3544,Jeronne Maymon,Tennessee,2013,37,3,20,14,55,55,6,24,25
3551,Jon Hood,Kentucky,2009,6,1,2,3,3,3,0,3,0
3551,Jon Hood,Kentucky,2010,4,0,2,2,2,2,0,2,0
3551,Jon Hood,Kentucky,2012,2,0,1,1,2,2,0,1,1
3551,Jon Hood,Kentucky,2013,5,0,4,1,4,4,0,1,3
3552,Walt Allen,Presbyterian,2009,2,1,1,0,6,6,0,3,3
3552,Walt Allen,Presbyterian,2010,3,1,2,0,3,3,0,1,2
3553,Steffphon Pettigrew,Western Kentucky,2009,3,0,1,2,7,7,1,3,3
3553,Steffphon Pettigrew,Western Kentucky,2010,6,0,2,4,5,5,1,2,2
3565,Matt Gatens,Iowa,2009,29,6,14,9,32,32,2,19,11
3565,Matt Gatens,Iowa,2010,48,13,18,17,36,36,2,23,11
3565,Matt Gatens,Iowa,2011,19,4,9,6,16,16,3,8,5
3566,Brennan Cougill,Iowa,2009,3,0,1,2,6,6,0,4,2
3566,Brennan Cougill,Green Bay,2011,11,1,4,6,9,9,1,3,5
3566,Brennan Cougill,Green Bay,2012,7,0,5,2,10,10,1,8,1
3567,Jason Bohannon,Wisconsin,2009,55,21,14,20,29,29,1,17,11
3576,Ben Hansbrough,Notre Dame,2009,144,39,58,47,59,59,5,34,20
3576,Ben Hansbrough,Notre Dame,2010,128,21,40,67,78,78,7,36,35
3577,Mike Dixon,Missouri,2009,53,9,17,27,32,32,2,17,13
3577,Mike Dixon,Missouri,2010,108,19,52,37,57,57,6,30,21
3577,Mike Dixon,Missouri,2011,84,11,34,39,42,42,4,28,10
3577,Mike Dixon,Memphis,2013,62,6,37,19,49,49,3,31,15
3578,Scott Suggs,Washington,2009,22,6,7,9,13,13,0,5,8
3578,Scott Suggs,Washington,2010,31,4,9,18,31,31,3,16,12
3578,Scott Suggs,Washington,2012,35,9,13,13,48,48,4,24,20
3579,Conner Teahan,Kansas,2009,6,0,1,5,4,4,1,1,2
3579,Conner Teahan,Kansas,2011,37,8,16,13,28,28,2,19,7
3587,Tyler Haws,Brigham Young,2009,43,15,8,20,30,30,0,18,12
3587,Tyler Haws,Brigham Young,2012,65,26,17,21,59,59,3,27,29
3587,Tyler Haws,Brigham Young,2013,41,9,18,14,51,51,4,32,15
3587,Tyler Haws,Brigham Young,2014,60,7,22,31,49,49,2,28,19
3589,Morgan Grim,Utah State,2010,6,1,2,3,11,11,3,4,4
3589,Morgan Grim,Utah State,2011,4,1,1,2,4,4,1,2,1
3590,Dan Deane,Oregon State,2009,2,2,0,0,5,5,1,3,1
3590,Dan Deane,Oregon State,2010,1,0,1,0,7,7,1,3,3
3591,Jackson Emery,Brigham Young,2009,80,27,31,22,34,34,1,26,7
3591,Jackson Emery,Brigham Young,2010,76,20,40,16,27,27,1,14,12
3592,Tai Wesley,Utah State,2009,57,7,19,31,35,35,4,20,11
3592,Tai Wesley,Utah State,2010,51,3,27,20,41,41,12,15,14
3606,Brian Qvale,Montana,2009,12,1,1,10,17,17,4,6,7
3606,Brian Qvale,Montana,2010,1,0,1,0,4,4,0,1,3
3607,Austin Dufault,Colorado,2009,24,3,8,13,19,19,1,10,8
3607,Austin Dufault,Colorado,2010,23,2,7,14,24,24,5,11,8
3607,Austin Dufault,Colorado,2011,30,2,13,15,40,40,10,19,11
3609,Brandon Brown,Lipscomb,2009,9,2,3,4,8,8,0,2,6
3609,Brandon Brown,Lipscomb,2010,6,2,4,0,8,8,0,3,5
3617,Barry Stewart,Mississippi State,2009,72,7,21,44,26,26,0,17,9
3618,Maurice Miller,Georgia Tech,2009,64,16,28,20,51,51,2,25,24
3618,Maurice Miller,Georgia Tech,2010,68,16,31,20,47,47,5,26,16
3619,Drew Kelly,Morehead State,2010,13,1,9,3,22,22,5,7,10
3619,Drew Kelly,Morehead State,2011,3,0,0,3,4,4,0,2,2
3619,Drew Kelly,Morehead State,2012,6,1,2,3,10,10,1,4,5
3619,Drew Kelly,Morehead State,2013,2,1,1,0,10,10,1,3,6
3620,Jewuan Long,Murray State,2009,16,2,8,6,13,13,1,5,7
3620,Jewuan Long,Murray State,2010,3,1,0,2,2,2,0,1,1
3620,Jewuan Long,Murray State,2011,49,7,17,25,37,37,4,20,13
3621,Willie Kemp,Memphis,2009,124,8,53,63,60,60,5,31,24
3631,Reginald Becton,Ole Miss,2009,3,0,3,0,16,16,2,6,8
3631,Reginald Becton,Ole Miss,2010,16,3,3,9,42,42,10,15,17
3631,Reginald Becton,Ole Miss,2011,24,4,16,4,34,34,8,6,20
3631,Reginald Becton,Ole Miss,2012,23,3,12,7,36,36,5,15,16
3632,M.J. Brown,Tennessee-Martin,2009,11,1,4,6,15,15,1,6,8
3633,Marquis Weddle,Tennessee-Martin,2009,5,0,0,5,9,9,0,5,4
3641,Kerron Johnson,Belmont,2009,7,0,5,1,7,7,0,5,2
3641,Kerron Johnson,Belmont,2010,56,7,24,25,35,35,2,15,18
3641,Kerron Johnson,Belmont,2011,125,4,61,60,58,58,3,30,25
3641,Kerron Johnson,Belmont,2012,86,6,32,48,66,66,5,34,27
3642,Courtney Fortson,Arkansas,2009,28,4,14,10,31,31,3,19,9
3649,Will Graves,North Carolina,2009,34,15,8,10,30,30,1,17,12
3650,Marc Campbell,North Carolina,2009,4,3,0,1,5,5,0,4,1
3651,Justin Watts,North Carolina,2009,16,13,1,2,12,12,1,9,2
3651,Justin Watts,North Carolina,2010,13,3,2,8,11,11,2,6,3
3651,Justin Watts,North Carolina,2011,6,5,1,0,4,4,1,2,1
3653,Jordan Davidson,Duke,2009,3,0,1,2,2,2,0,2,0
3654,Miles Plumlee,Duke,2009,10,1,2,7,36,36,3,12,21
3654,Miles Plumlee,Duke,2010,12,0,4,8,30,30,1,8,21
3654,Miles Plumlee,Duke,2011,13,3,1,9,31,31,0,15,16
3655,Olek Czyz,Duke,2009,5,1,3,1,3,3,0,0,3
3655,Olek Czyz,Nevada,2010,3,0,0,3,4,4,1,1,2
3655,Olek Czyz,Nevada,2011,2,0,2,0,13,13,0,6,7
3656,Steve Johnson,Duke,2009,0,0,0,0,0,0,0,0,0
3660,Brooks Godwin,Wake Forest,2009,0,0,0,0,0,0,0,0,0
3660,Brooks Godwin,Wake Forest,2010,0,0,0,0,0,0,0,0,0
3660,Brooks Godwin,Wake Forest,2011,0,0,0,0,0,0,0,0,0
3661,Chas McFarland,Wake Forest,2009,19,4,10,5,40,40,5,21,14
3662,David Weaver,Wake Forest,2009,5,0,3,2,11,11,2,6,3
3663,Gary Clark,Wake Forest,2009,4,0,1,3,5,5,1,1,3
3663,Gary Clark,Wake Forest,2010,14,4,5,5,21,21,2,11,8
3665,Ish Smith,Wake Forest,2009,134,16,67,50,78,78,4,49,25
3667,L.D. Williams,Wake Forest,2009,40,6,21,13,43,43,4,16,23
3669,Ty Walker,Wake Forest,2009,0,0,0,0,0,0,0,0,0
3669,Ty Walker,Wake Forest,2010,4,0,2,2,2,2,1,0,1
3669,Ty Walker,Wake Forest,2011,2,0,2,0,6,6,0,4,2
3670,Andre Dawkins,Duke,2009,13,3,6,4,12,12,0,6,6
3670,Andre Dawkins,Duke,2010,20,5,8,7,25,25,0,12,13
3670,Andre Dawkins,Duke,2011,16,3,7,6,21,21,1,9,11
3670,Andre Dawkins,Duke,2013,9,2,3,4,17,17,0,13,4
3671,Ari Stewart,Wake Forest,2009,5,1,1,3,25,25,0,11,14
3671,Ari Stewart,Wake Forest,2010,14,6,1,7,22,22,1,12,9
3671,Ari Stewart,USC,2012,1,1,0,0,6,6,0,4,2
3672,C.J. Harris,Wake Forest,2009,32,11,17,4,37,37,4,19,14
3672,C.J. Harris,Wake Forest,2010,26,10,6,10,35,35,0,22,13
3672,C.J. Harris,Wake Forest,2011,13,2,4,7,16,16,0,10,6
3672,C.J. Harris,Wake Forest,2012,16,3,7,6,24,24,0,16,8
3673,Andre Young,Clemson,2009,63,3,36,24,48,48,0,32,16
3673,Andre Young,Clemson,2010,98,17,47,34,35,35,0,21,14
3673,Andre Young,Clemson,2011,74,12,36,26,30,30,0,18,12
3674,Bryan Narcisse,Clemson,2009,4,1,1,2,10,10,0,6,4
3674,Bryan Narcisse,Clemson,2010,10,2,7,1,22,22,0,14,8
3674,Bryan Narcisse,Clemson,2011,15,2,7,6,13,13,0,5,8
3675,Catalin Baciu,Clemson,2009,2,0,1,1,4,4,0,1,3
3675,Catalin Baciu,Clemson,2010,0,0,0,0,4,4,1,0,3
3675,Catalin Baciu,Clemson,2011,1,1,0,0,18,18,0,9,9
3676,David Potter,Clemson,2009,37,2,27,8,39,39,0,25,14
3677,Demontez Stitt,Clemson,2009,73,9,30,34,68,68,0,31,37
3677,Demontez Stitt,Clemson,2010,105,16,31,58,64,64,3,31,30
3678,Jerai Grant,Clemson,2009,18,3,8,7,36,36,0,18,18
3678,Jerai Grant,Clemson,2010,26,4,13,9,45,45,2,18,25
3680,Jonah Baize,Clemson,2009,0,0,0,0,0,0,0,0,0
3680,Jonah Baize,Clemson,2010,0,0,0,0,3,3,0,2,1
3682,Karolis Petrukonis,Clemson,2009,0,0,0,0,0,0,0,0,0
3683,Tanner Smith,Clemson,2009,54,4,35,15,55,55,1,35,19
3683,Tanner Smith,Clemson,2010,87,14,37,36,58,58,1,35,22
3683,Tanner Smith,Clemson,2011,95,22,46,27,51,51,0,27,24
3685,Trevor Booker,Clemson,2009,66,1,28,36,53,53,1,26,26
3686,Zavier Anderson,Clemson,2009,2,0,2,0,2,2,0,2,0
3686,Zavier Anderson,Clemson,2010,38,4,17,17,38,38,1,21,16
3687,Donte Hill,Clemson,2009,6,1,3,2,7,7,0,4,3
3687,Donte Hill,Old Dominion,2011,9,2,3,4,6,6,0,5,1
3687,Donte Hill,Old Dominion,2012,0,0,0,0,0,0,0,0,0
3688,Devin Booker,Clemson,2009,8,0,5,3,23,23,1,12,10
3688,Devin Booker,Clemson,2010,24,3,10,11,49,49,3,22,24
3688,Devin Booker,Clemson,2011,33,4,11,18,48,48,3,19,26
3688,Devin Booker,Clemson,2012,2,0,0,2,9,9,1,4,4
3689,Noel Johnson,Clemson,2009,20,7,10,3,34,34,1,21,12
3689,Noel Johnson,Clemson,2010,2,1,1,0,6,6,1,4,1
3689,Noel Johnson,Auburn,2011,4,3,0,1,8,8,0,5,3
3689,Noel Johnson,Auburn,2012,4,2,1,1,5,5,0,3,2
3691,Deividas Dulkys,Florida State,2009,32,12,13,7,30,30,0,15,15
3691,Deividas Dulkys,Florida State,2010,31,10,13,7,36,36,2,21,13
3691,Deividas Dulkys,Florida State,2011,42,7,15,20,54,54,0,37,17
3692,Derwin Kitchen,Florida State,2009,118,24,47,47,61,61,1,41,19
3692,Derwin Kitchen,Florida State,2010,92,12,28,52,50,50,1,21,28
3694,Jordan DeMercy,Florida State,2009,12,3,8,1,25,25,0,12,13
3695,Luke Loucks,Florida State,2009,86,17,41,28,47,47,4,26,17
3695,Luke Loucks,Florida State,2010,62,13,23,26,43,43,2,25,16
3695,Luke Loucks,Florida State,2011,141,16,61,63,84,84,4,48,32
3696,Pierre Jordan,Florida State,2009,9,0,4,5,8,8,0,5,3
3696,Pierre Jordan,Florida State,2010,5,0,1,4,6,6,0,1,5
3696,Pierre Jordan,Georgia Tech,2011,8,1,1,6,6,6,0,3,3
3696,Pierre Jordan,Georgia Tech,2012,0,0,0,0,0,0,0,0,0
3697,Ryan Reid,Florida State,2009,32,6,12,14,46,46,4,18,24
3698,Xavier Gibson,Florida State,2009,11,1,4,6,38,38,3,13,22
3698,Xavier Gibson,Florida State,2010,10,2,4,4,28,28,3,11,14
3698,Xavier Gibson,Florida State,2011,14,2,7,5,63,63,15,17,31
3699,Terrance Shannon,Florida State,2009,2,0,1,1,9,9,3,1,5
3699,Terrance Shannon,Florida State,2010,6,0,5,1,25,25,2,7,16
3699,Terrance Shannon,Florida State,2011,5,1,3,1,9,9,0,4,5
3699,Terrance Shannon,Florida State,2012,5,0,4,1,9,9,1,4,4
3699,Terrance Shannon,VCU,2013,6,0,5,1,12,12,3,6,3
3702,Dorenzo Hudson,Virginia Tech,2009,44,13,13,18,42,42,3,19,20
3702,Dorenzo Hudson,Virginia Tech,2010,9,1,2,6,21,21,0,4,17
3702,Dorenzo Hudson,Virginia Tech,2011,41,5,8,28,50,50,2,21,27
3704,Gene Swindle,Virginia Tech,2009,0,0,0,0,0,0,0,0,0
3704,Gene Swindle,James Madison,2011,0,0,0,0,2,2,0,0,2
3704,Gene Swindle,James Madison,2012,0,0,0,0,1,1,0,0,1
3705,Hank Thorns,Texas Christian,2010,52,10,23,19,16,16,1,10,5
3705,Hank Thorns,Texas Christian,2011,40,1,26,13,36,36,4,16,16
3706,J.T. Thompson,Virginia Tech,2009,16,1,10,5,30,30,0,14,16
3706,J.T. Thompson,Charlotte,2012,1,0,0,1,2,2,0,1,1
3707,Jeff Allen,Virginia Tech,2009,29,2,19,8,52,52,4,13,35
3707,Jeff Allen,Virginia Tech,2010,45,5,24,16,76,76,2,32,42
3708,Lewis Witcher,Virginia Tech,2009,2,0,2,0,5,5,0,1,4
3709,Paul Debnam,Virginia Tech,2009,0,0,0,0,2,2,0,1,1
3709,Paul Debnam,Virginia Tech,2010,4,1,3,0,1,1,0,0,1
3711,Terrell Bell,Virginia Tech,2009,52,12,26,14,40,40,0,21,19
3711,Terrell Bell,Virginia Tech,2010,44,11,18,15,33,33,2,12,19
3712,Victor Davila,Virginia Tech,2009,5,2,2,1,26,26,0,13,13
3712,Victor Davila,Virginia Tech,2010,22,3,13,6,32,32,0,9,23
3712,Victor Davila,Virginia Tech,2011,14,2,8,4,33,33,4,9,20
3713,Manny Atkins,Virginia Tech,2009,12,1,10,1,8,8,0,4,4
3713,Manny Atkins,Virginia Tech,2010,4,1,2,1,19,19,2,5,12
3713,Manny Atkins,Georgia State,2012,1,1,0,0,5,5,0,1,4
3713,Manny Atkins,Georgia State,2013,22,9,10,3,29,29,3,14,12
3714,Ben Boggs,Virginia Tech,2009,11,0,6,5,11,11,1,4,6
3714,Ben Boggs,Virginia Tech,2010,0,0,0,0,1,1,0,1,0
3714,Ben Boggs,Valparaiso,2011,5,0,0,5,3,3,1,1,1
3714,Ben Boggs,Valparaiso,2012,9,0,2,7,22,22,4,11,7
3715,Erick Green,Virginia Tech,2009,22,5,9,8,16,16,1,5,10
3715,Erick Green,Virginia Tech,2010,63,13,23,27,28,28,0,15,13
3715,Erick Green,Virginia Tech,2011,77,13,27,37,41,41,0,19,22
3715,Erick Green,Virginia Tech,2012,29,10,3,16,15,15,0,9,6
3716,Cadarian Raines,Virginia Tech,2009,2,1,0,1,3,3,1,1,1
3716,Cadarian Raines,Virginia Tech,2010,0,0,0,0,0,0,0,0,0
3716,Cadarian Raines,Virginia Tech,2011,12,1,4,6,23,23,1,9,13
3716,Cadarian Raines,Virginia Tech,2012,3,1,1,1,8,8,0,3,5
3716,Cadarian Raines,Virginia Tech,2013,2,0,1,1,12,12,2,3,7
3717,Allan Chaney,High Point,2012,3,1,1,1,3,3,0,2,1
3717,Allan Chaney,High Point,2013,0,0,0,0,0,0,0,0,0
3718,Adrian Bowie,Maryland,2009,44,13,17,13,21,21,2,9,10
3718,Adrian Bowie,Maryland,2010,110,42,50,18,52,52,3,30,19
3719,Braxton Dupree,Towson,2010,0,0,0,0,10,10,2,4,4
3720,Cliff Tucker,Maryland,2009,20,5,12,3,24,24,0,14,10
3720,Cliff Tucker,Maryland,2010,64,14,40,10,46,46,2,21,23
3722,David Pearman,Maryland,2009,0,0,0,0,0,0,0,0,0
3723,Dino Gregory,Maryland,2009,9,3,3,3,15,15,1,6,8
3723,Dino Gregory,Maryland,2010,26,6,4,16,32,32,4,9,19
3724,Eric Hayes,Maryland,2009,110,29,50,29,49,49,0,28,21
3726,Jin-Soo Choi,Maryland,2009,1,0,0,1,1,1,0,1,0
3727,Landon Milbourne,Maryland,2009,24,7,8,9,39,39,3,11,25
3728,Sean Mosley,Maryland,2009,72,18,35,19,43,43,3,22,18
3728,Sean Mosley,Maryland,2010,67,24,34,9,60,60,2,27,31
3728,Sean Mosley,Maryland,2011,17,4,8,5,21,21,2,8,11
3729,Steve Goins,Maryland,2009,0,0,0,0,0,0,0,0,0
3730,James Padgett,Maryland,2009,3,1,2,0,9,9,0,2,7
3730,James Padgett,Maryland,2010,0,0,0,0,14,14,1,6,7
3730,James Padgett,Maryland,2011,3,0,2,1,18,18,1,9,8
3730,James Padgett,Maryland,2012,14,2,5,7,23,23,3,13,7
3731,Jordan Williams,Maryland,2009,6,0,2,4,26,26,2,8,16
3731,Jordan Williams,Maryland,2010,15,3,5,7,46,46,7,13,26
3733,Brad Sheehan,Georgia Tech,2009,2,0,1,1,1,1,0,1,0
3734,D'Andre Bell,Georgia Tech,2009,53,14,21,18,55,55,2,33,20
3735,Derek Craig,Georgia Tech,2010,0,0,0,0,0,0,0,0,0
3735,Derek Craig,Georgia Tech,2011,0,0,0,0,1,1,0,0,1
3737,Lance Storrs,Georgia Tech,2009,5,1,2,2,9,9,0,5,4
3737,Lance Storrs,Georgia Tech,2010,23,5,6,11,17,17,0,12,5
3738,Nick Foreman,Georgia Tech,2009,5,0,1,4,3,3,0,1,2
3738,Nick Foreman,Georgia Tech,2010,6,2,0,4,3,3,0,1,2
3738,Nick Foreman,Georgia Tech,2011,3,0,0,3,3,3,0,1,2
3739,Sam Shew,Georgia Tech,2009,0,0,0,0,4,4,0,3,1
3741,Zachery Peacock,Georgia Tech,2009,34,2,12,20,50,50,6,23,21
3742,Kammeon Holsey,Georgia Tech,2010,9,2,1,6,28,28,2,10,16
3742,Kammeon Holsey,Georgia Tech,2011,7,2,1,4,18,18,1,5,12
3742,Kammeon Holsey,Georgia Tech,2012,4,1,0,3,16,16,2,2,12
3742,Kammeon Holsey,Georgia Tech,2013,4,0,0,4,15,15,0,4,11
3743,Brian Oliver,Georgia Tech,2009,29,9,13,7,38,38,1,26,11
3743,Brian Oliver,Georgia Tech,2010,29,5,15,9,27,27,3,13,11
3743,Brian Oliver,Seton Hall,2012,6,0,3,3,10,10,0,6,4
3743,Brian Oliver,Seton Hall,2013,29,4,17,8,29,29,0,19,10
3744,Daniel Miller,Georgia Tech,2010,16,3,7,6,30,30,2,12,16
3744,Daniel Miller,Georgia Tech,2011,6,2,0,4,13,13,3,8,2
3744,Daniel Miller,Georgia Tech,2012,12,4,5,3,13,13,0,5,8
3744,Daniel Miller,Georgia Tech,2013,19,3,6,10,11,11,0,7,4
3745,Glen Rice,Georgia Tech,2009,52,15,30,7,41,41,2,20,19
3745,Glen Rice,Georgia Tech,2010,66,11,30,24,58,58,4,29,25
3745,Glen Rice,Georgia Tech,2011,5,0,0,5,8,8,0,6,2
3746,Assane Sene,Virginia,2009,4,0,3,1,12,12,2,3,7
3746,Assane Sene,Virginia,2010,0,0,0,0,10,10,0,2,8
3746,Assane Sene,Virginia,2011,6,0,1,5,16,16,1,2,13
3747,Calvin Baker,Virginia,2009,39,13,8,18,18,18,0,7,11
3749,Jeff Jones,Virginia,2009,12,5,4,3,10,10,0,7,3
3749,Jeff Jones,Rider,2011,2,0,0,2,6,6,0,3,3
3750,Jerome Meyinsse,Virginia,2009,11,4,2,5,15,15,2,7,6
3751,John Brandenburg,Colgate,2010,1,0,1,0,0,0,0,0,0
3751,John Brandenburg,Colgate,2011,3,1,0,2,8,8,1,3,4
3751,John Brandenburg,Colgate,2012,6,0,3,3,9,9,1,4,4
3753,Mike Scott,Virginia,2009,26,7,7,12,36,36,2,16,18
3753,Mike Scott,Virginia,2010,5,2,1,2,4,4,0,2,2
3753,Mike Scott,Virginia,2011,29,2,14,13,56,56,5,31,20
3754,Mustapha Farrakhan,Virginia,2009,49,11,21,17,30,30,1,17,12
3754,Mustapha Farrakhan,Virginia,2010,24,4,6,14,16,16,3,4,9
3755,Sammy Zeglinski,Virginia,2009,63,18,28,17,50,50,0,24,26
3755,Sammy Zeglinski,Virginia,2010,17,4,6,7,7,7,0,1,6
3755,Sammy Zeglinski,Virginia,2011,74,31,19,24,43,43,1,30,12
3756,Solomon Tat,Virginia,2009,0,0,0,0,4,4,0,3,1
3758,Will Sherrill,Virginia,2009,11,2,2,7,17,17,1,7,9
3758,Will Sherrill,Virginia,2010,5,0,2,3,3,3,0,2,1
3759,Tristan Spurlock,Virginia,2009,1,0,1,0,6,6,0,2,4
3759,Tristan Spurlock,UCF,2011,5,1,2,2,5,5,1,1,3
3759,Tristan Spurlock,UCF,2012,5,0,2,3,2,2,0,1,1
3759,Tristan Spurlock,UCF,2013,4,0,3,1,11,11,0,7,4
3760,Thomas Kody,Virginia,2009,1,0,1,0,1,1,0,1,0
3761,Jontel Evans,Virginia,2009,48,15,15,18,23,23,1,12,10
3761,Jontel Evans,Virginia,2010,35,8,8,19,21,21,1,12,8
3761,Jontel Evans,Virginia,2011,110,35,27,48,67,67,2,35,30
3761,Jontel Evans,Virginia,2012,95,12,45,38,42,42,0,22,20
3762,Biko Paris,Boston College,2009,121,30,51,40,75,75,5,41,29
3762,Biko Paris,Boston College,2010,99,14,49,36,55,55,3,33,19
3763,Corey Raji,Boston College,2009,29,8,14,7,29,29,4,14,11
3763,Corey Raji,Boston College,2010,43,1,20,22,28,28,6,12,10
3764,Cortney Dunn,Boston College,2009,5,3,1,1,12,12,4,4,4
3764,Cortney Dunn,Boston College,2010,7,1,2,4,8,8,1,5,2
3765,Dallas Elmore,Boston College,2009,18,7,2,9,30,30,5,12,13
3765,Dallas Elmore,Boston College,2010,17,1,7,9,19,19,2,9,8
3766,Evan Ravenel,Boston College,2009,8,1,4,3,16,16,7,5,4
3766,Evan Ravenel,Ohio State,2011,10,2,6,2,23,23,2,8,13
3766,Evan Ravenel,Ohio State,2012,8,0,6,2,23,23,2,3,18
3767,Joe Trapani,Boston College,2009,35,12,13,10,40,40,3,24,13
3767,Joe Trapani,Boston College,2010,50,2,20,28,56,56,5,22,29
3768,Josh Southern,Boston College,2009,21,9,8,4,18,18,4,8,6
3768,Josh Southern,Boston College,2010,42,2,13,27,29,29,2,9,18
3769,Nick Mosakowski,Boston College,2009,1,0,1,0,0,0,0,0,0
3769,Nick Mosakowski,Boston College,2010,0,0,0,0,0,0,0,0,0
3770,Rakim Sanders,Boston College,2009,44,8,28,8,51,51,4,24,23
3770,Rakim Sanders,Fairfield,2011,11,4,4,3,19,19,0,13,6
3771,Reggie Jackson,Boston College,2009,129,31,60,38,75,75,12,35,28
3771,Reggie Jackson,Boston College,2010,132,13,42,77,62,62,5,26,31
3772,Tyler Roche,Boston College,2009,17,5,12,0,15,15,2,10,3
3773,C.J. Williams,NC State,2009,15,5,4,6,18,18,0,11,7
3773,C.J. Williams,NC State,2010,31,6,14,11,22,22,1,17,4
3773,C.J. Williams,NC State,2011,61,13,25,23,40,40,0,29,11
3774,Dennis Horner,NC State,2009,16,3,7,6,22,22,1,14,7
3775,Enrico Kufuor,NC State,2009,NA,NA,NA,NA,NA,0,NA,NA,NA
3775,Enrico Kufuor,NC State,2010,0,0,0,0,3,3,0,2,1
3776,Farnold Degand,NC State,2009,29,5,12,12,18,18,1,12,5
3777,Javier Gonzalez,NC State,2009,50,13,17,20,60,60,3,33,24
3777,Javier Gonzalez,NC State,2010,62,14,32,16,34,34,0,14,20
3778,Johnny Thomas,NC State,2009,0,0,0,0,3,3,0,2,1
3778,Johnny Thomas,Marshall,2010,11,2,4,5,13,13,1,7,5
3779,Julius Mays,NC State,2009,18,4,4,9,16,16,1,9,6
3779,Julius Mays,Wright State,2011,7,2,2,3,5,5,1,4,0
3779,Julius Mays,Kentucky,2012,89,17,49,23,36,36,3,16,17
3781,Kendall Smith,NC State,2009,0,0,0,0,0,0,0,0,0
3781,Kendall Smith,NC State,2010,0,0,0,0,1,1,0,1,0
3781,Kendall Smith,NC State,2011,1,0,0,1,0,0,0,0,0
3784,Tracy Smith,NC State,2009,16,1,6,9,25,25,5,11,9
3784,Tracy Smith,NC State,2010,16,2,9,5,27,27,2,16,9
3786,Josh Davis,NC State,2009,3,1,1,1,10,10,0,7,3
