GMID,Name,School,Year,Position,BS2P,PerRimABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,DunkedPutbacks,PerPBDunked,PutbacksOwn,PerS2APB,PerL2PAPB
3755,Sammy Zeglinski,Virginia,2011,Guard,27.12%,64.37%,88.84%,5.78%,14.83%,0.00%,NR,0.00%,NR,NR
3760,Thomas Kody,Virginia,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3761,Jontel Evans,Virginia,2009,Guard,54.29%,39.59%,11.71%,43.80%,14.05%,0.00%,NR,0.00%,NR,NR
3761,Jontel Evans,Virginia,2010,Guard,95.31%,20.60%,37.29%,55.16%,40.97%,0.00%,NR,85.37%,NR,NR
3761,Jontel Evans,Virginia,2011,Guard,88.15%,44.19%,18.07%,25.94%,62.78%,0.00%,NR,0.00%,NR,NR
3761,Jontel Evans,Virginia,2012,Guard,54.29%,61.44%,47.90%,10.70%,NR,0.00%,NR,0.00%,NR,NR
3762,Biko Paris,Boston College,2009,Guard,54.29%,54.58%,25.02%,97.73%,83.35%,0.00%,NR,49.68%,NR,NR
3762,Biko Paris,Boston College,2010,Guard,67.51%,38.38%,25.95%,83.61%,68.93%,0.00%,NR,49.68%,NR,NR
3765,Dallas Elmore,Boston College,2009,Guard,54.29%,38.24%,86.82%,59.72%,NR,78.83%,NR,49.68%,NR,NR
3765,Dallas Elmore,Boston College,2010,Guard,27.12%,28.83%,4.41%,77.54%,22.75%,0.00%,NR,49.68%,NR,NR
3769,Nick Mosakowski,Boston College,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3769,Nick Mosakowski,Boston College,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3771,Reggie Jackson,Boston College,2009,Guard,93.96%,36.23%,57.31%,81.70%,83.80%,96.17%,NR,97.09%,NR,NR
3771,Reggie Jackson,Boston College,2010,Guard,96.25%,40.78%,27.70%,26.05%,63.06%,0.00%,NR,72.99%,NR,NR
3775,Enrico Kufuor,NC State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3775,Enrico Kufuor,NC State,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3776,Farnold Degand,NC State,2009,Guard,27.12%,65.77%,84.54%,41.00%,67.69%,0.00%,NR,0.00%,NR,NR
3777,Javier Gonzalez,NC State,2009,Guard,67.51%,48.49%,56.92%,85.38%,53.95%,0.00%,NR,85.37%,NR,NR
3777,Javier Gonzalez,NC State,2010,Guard,37.08%,40.08%,25.02%,87.55%,63.77%,0.00%,NR,0.00%,NR,NR
3779,Julius Mays,NC State,2009,Guard,45.93%,13.91%,15.27%,86.66%,89.13%,0.00%,NR,85.37%,NR,NR
3779,Julius Mays,Wright State,2011,Guard,67.51%,31.31%,26.63%,29.85%,41.25%,0.00%,NR,85.37%,NR,NR
3779,Julius Mays,Kentucky,2012,Guard,54.29%,5.36%,34.07%,41.26%,53.20%,0.00%,NR,0.00%,NR,NR
3794,Eddie Rios,Texas State,2010,Guard,37.08%,57.02%,28.77%,68.07%,72.04%,0.00%,NR,0.00%,NR,NR
3794,Eddie Rios,Texas State,2011,Guard,27.12%,68.81%,4.41%,18.31%,62.78%,0.00%,NR,49.68%,NR,NR
3795,James Dews,Miami (FL),2009,Guard,54.29%,54.58%,93.48%,44.10%,74.43%,0.00%,NR,0.00%,NR,NR
3799,Malcolm Grant,Miami (FL),2009,Guard,15.66%,71.26%,84.10%,78.93%,16.99%,0.00%,NR,0.00%,NR,NR
3799,Malcolm Grant,Miami (FL),2010,Guard,72.85%,13.91%,46.24%,41.06%,78.47%,0.00%,NR,49.68%,NR,NR
3799,Malcolm Grant,Miami (FL),2011,Guard,37.08%,37.89%,6.03%,25.94%,57.29%,0.00%,NR,0.00%,NR,NR
3802,Ryan Quigtar,Miami (FL),2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3802,Ryan Quigtar,Miami (FL),2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3802,Ryan Quigtar,Miami (FL),2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3805,Antoine Allen,Miami (FL),2009,Guard,15.66%,NR,NR,NR,98.39%,0.00%,NR,0.00%,NR,NR
3805,Antoine Allen,South Alabama,2012,Guard,67.51%,26.45%,74.35%,76.88%,79.44%,0.00%,NR,72.99%,NR,NR
3805,Antoine Allen,South Alabama,2013,Guard,67.51%,26.45%,42.37%,55.89%,55.61%,0.00%,NR,72.99%,NR,NR
3839,Bubba Chisholm,Illinois,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3848,Joseph Bertrand,Illinois,2010,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3848,Joseph Bertrand,Illinois,2011,Guard,15.66%,71.06%,25.02%,54.31%,NR,0.00%,NR,0.00%,NR,NR
3848,Joseph Bertrand,Illinois,2012,Guard,15.66%,71.62%,0.87%,74.54%,36.99%,92.00%,NR,72.99%,NR,NR
3848,Joseph Bertrand,Illinois,2013,Guard,27.12%,71.14%,27.06%,40.08%,17.08%,78.83%,NR,85.37%,NR,NR
3849,Brett Finkelmeier,Indiana,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3851,Daniel Moore,Indiana,2009,Guard,27.12%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3851,Daniel Moore,Indiana,2010,Guard,15.66%,52.71%,42.37%,NR,NR,0.00%,NR,0.00%,NR,NR
3851,Daniel Moore,Indiana,2011,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3852,Devan Dumes,Indiana,2009,Guard,81.89%,9.44%,52.58%,74.54%,78.01%,0.00%,NR,72.99%,NR,NR
3857,Malik Story,Nevada,2010,Guard,37.08%,68.36%,47.51%,78.30%,68.80%,0.00%,NR,49.68%,NR,NR
3857,Malik Story,Nevada,2011,Guard,61.46%,42.80%,50.22%,36.33%,56.65%,0.00%,NR,0.00%,NR,NR
3857,Malik Story,Nevada,2012,Guard,67.51%,43.81%,10.42%,31.11%,46.82%,0.00%,NR,72.99%,NR,NR
3858,Matt Roth,Indiana,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3858,Matt Roth,Indiana,2010,Guard,0.00%,NR,NR,NR,41.71%,0.00%,NR,0.00%,NR,NR
3858,Matt Roth,Indiana,2011,Guard,0.00%,NR,NR,NR,14.05%,0.00%,NR,0.00%,NR,NR
3860,Nick Williams,Ole Miss,2010,Guard,54.29%,39.59%,27.70%,54.79%,84.20%,0.00%,NR,85.37%,NR,NR
3860,Nick Williams,Ole Miss,2011,Guard,27.12%,63.50%,86.82%,60.82%,84.22%,0.00%,NR,72.99%,NR,NR
3860,Nick Williams,Ole Miss,2012,Guard,15.66%,69.42%,86.82%,56.43%,63.48%,0.00%,NR,91.24%,NR,NR
3868,Maurice Creek,Indiana,2009,Guard,45.93%,43.69%,11.08%,16.57%,82.97%,0.00%,NR,49.68%,NR,NR
3868,Maurice Creek,Indiana,2010,Guard,27.12%,52.71%,94.28%,35.62%,30.10%,0.00%,NR,49.68%,NR,NR
3868,Maurice Creek,Indiana,2012,Guard,37.08%,5.04%,13.35%,NR,82.39%,0.00%,NR,49.68%,NR,NR
3868,Maurice Creek,George Washington,2013,Guard,54.29%,49.61%,74.35%,86.91%,69.88%,0.00%,NR,49.68%,NR,NR
3872,Anthony Tucker,Iowa,2009,Guard,27.12%,20.57%,93.48%,83.10%,41.25%,0.00%,NR,0.00%,NR,NR
3875,Devan Bawinkel,Iowa,2009,Guard,0.00%,NR,NR,NR,33.72%,0.00%,NR,0.00%,NR,NR
3877,Jake Kelly,Indiana State,2009,Guard,15.66%,67.81%,56.67%,8.39%,40.97%,0.00%,NR,0.00%,NR,NR
3877,Jake Kelly,Indiana State,2010,Guard,0.00%,100.00%,74.35%,55.66%,73.94%,0.00%,NR,49.68%,NR,NR
3879,Jeff Peterson,Arkansas,2010,Guard,85.31%,16.16%,75.59%,31.33%,11.92%,0.00%,NR,49.68%,NR,NR
3879,Jeff Peterson,Florida State,2011,Guard,54.29%,42.80%,37.29%,37.52%,96.39%,0.00%,NR,49.68%,NR,NR
3881,John Lickliter,Iowa,2009,Guard,27.12%,NR,NR,NR,37.73%,0.00%,NR,0.00%,NR,NR
3883,Nick Neari,Iowa,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3884,Cully Payne,Iowa,2009,Guard,93.96%,11.05%,84.59%,74.54%,21.61%,0.00%,NR,49.68%,NR,NR
3884,Cully Payne,Iowa,2010,Guard,15.66%,NR,NR,NR,35.36%,0.00%,NR,0.00%,NR,NR
3884,Cully Payne,Loyola (IL),2012,Guard,61.46%,36.23%,55.36%,8.52%,46.41%,0.00%,NR,49.68%,NR,NR
3888,Corey Person,Michigan,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3888,Corey Person,Michigan,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3888,Corey Person,Michigan,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3888,Corey Person,Michigan,2012,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3893,Laval Lucas-Perry,Michigan,2009,Guard,15.66%,66.39%,25.02%,85.96%,41.21%,0.00%,NR,0.00%,NR,NR
3893,Laval Lucas-Perry,Oakland,2011,Guard,85.31%,23.37%,38.43%,40.08%,80.01%,0.00%,NR,0.00%,NR,NR
3894,Stu Douglass,Michigan,2009,Guard,15.66%,64.37%,74.35%,16.57%,54.06%,0.00%,NR,0.00%,NR,NR
3894,Stu Douglass,Michigan,2010,Guard,27.12%,61.35%,34.07%,54.31%,9.03%,0.00%,NR,72.99%,NR,NR
3894,Stu Douglass,Michigan,2011,Guard,27.12%,57.54%,0.78%,21.16%,53.20%,0.00%,NR,49.68%,NR,NR
3896,Zack Novak,Michigan,2009,Guard,45.93%,25.76%,34.07%,54.31%,33.85%,0.00%,NR,49.68%,NR,NR
3896,Zack Novak,Michigan,2010,Guard,45.93%,20.57%,0.49%,56.12%,37.02%,0.00%,NR,72.99%,NR,NR
3896,Zack Novak,Michigan,2011,Guard,61.46%,22.70%,5.54%,6.74%,30.92%,0.00%,NR,49.68%,NR,NR
3899,Josh Bartelstein,Michigan,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3899,Josh Bartelstein,Michigan,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3899,Josh Bartelstein,Michigan,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3899,Josh Bartelstein,Michigan,2012,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3901,Eso Akunne,Michigan,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3901,Eso Akunne,Michigan,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3901,Eso Akunne,Michigan,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3901,Eso Akunne,Michigan,2012,Guard,0.00%,NR,NR,93.46%,28.51%,0.00%,NR,0.00%,NR,NR
3902,Darius Morris,Michigan,2009,Guard,37.08%,53.67%,74.35%,86.35%,88.08%,0.00%,NR,72.99%,NR,NR
3902,Darius Morris,Michigan,2010,Guard,81.89%,56.26%,32.09%,65.02%,3.73%,0.00%,NR,98.40%,NR,NR
3903,Austin Thornton,Michigan State,2009,Guard,15.66%,NR,NR,93.46%,NR,0.00%,NR,0.00%,NR,NR
3903,Austin Thornton,Michigan State,2010,Guard,45.93%,3.52%,94.18%,29.10%,42.75%,0.00%,NR,0.00%,NR,NR
3903,Austin Thornton,Michigan State,2011,Guard,27.12%,NR,NR,14.81%,85.10%,0.00%,NR,0.00%,NR,NR
3904,Chris Allen,Michigan State,2009,Guard,37.08%,54.95%,10.24%,61.08%,88.49%,0.00%,NR,49.68%,NR,NR
3904,Chris Allen,Iowa State,2011,Guard,27.12%,68.68%,42.37%,22.00%,51.87%,0.00%,NR,0.00%,NR,NR
3906,Isaiah Dahlman,Michigan State,2009,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3908,Korie Lucious,Michigan State,2009,Guard,27.12%,61.35%,1.49%,80.43%,78.94%,0.00%,NR,0.00%,NR,NR
3908,Korie Lucious,Michigan State,2010,Guard,54.29%,5.36%,4.88%,35.62%,50.00%,0.00%,NR,0.00%,NR,NR
3908,Korie Lucious,Iowa State,2012,Guard,67.51%,22.12%,11.56%,80.43%,63.67%,0.00%,NR,49.68%,NR,NR
3909,Mike Kebler,Michigan State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3909,Mike Kebler,Michigan State,2010,Guard,15.66%,NR,NR,14.81%,NR,0.00%,NR,0.00%,NR,NR
3912,Al Nolen,Minnesota,2009,Guard,54.29%,36.23%,79.82%,44.73%,21.56%,0.00%,NR,49.68%,NR,NR
3912,Al Nolen,Minnesota,2010,Guard,77.61%,5.27%,83.69%,93.46%,79.32%,0.00%,NR,72.99%,NR,NR
3913,Blake Hoffarber,Minnesota,2009,Guard,15.66%,71.23%,1.49%,62.91%,45.28%,0.00%,NR,49.68%,NR,NR
3913,Blake Hoffarber,Minnesota,2010,Guard,45.93%,49.03%,86.82%,71.70%,85.32%,0.00%,NR,85.37%,NR,NR
3920,Lawrence Westbrook,Minnesota,2009,Guard,61.46%,63.50%,43.99%,67.55%,33.99%,0.00%,NR,72.99%,NR,NR
3925,Justin Cobbs,Minnesota,2009,Guard,0.00%,100.00%,46.24%,43.80%,97.43%,0.00%,NR,0.00%,NR,NR
3925,Justin Cobbs,California,2011,Guard,92.32%,20.65%,56.92%,28.07%,55.56%,0.00%,NR,72.99%,NR,NR
3925,Justin Cobbs,California,2012,Guard,81.89%,39.16%,15.72%,54.33%,78.90%,0.00%,NR,49.68%,NR,NR
3925,Justin Cobbs,California,2013,Guard,93.96%,36.23%,80.21%,40.59%,21.06%,0.00%,NR,85.37%,NR,NR
3939,Jeremy Nash,Northwestern,2009,Guard,92.32%,14.63%,63.31%,87.32%,42.21%,0.00%,NR,0.00%,NR,NR
3946,Michael Thompson,Northwestern,2009,Guard,81.89%,38.24%,47.12%,60.81%,52.67%,0.00%,NR,49.68%,NR,NR
3946,Michael Thompson,Northwestern,2010,Guard,81.89%,39.16%,36.62%,38.53%,38.19%,0.00%,NR,0.00%,NR,NR
3948,Nick Fruendt,Northwestern,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3948,Nick Fruendt,Northwestern,2010,Guard,15.66%,52.71%,25.02%,NR,75.71%,0.00%,NR,49.68%,NR,NR
3948,Nick Fruendt,Northwestern,2011,Guard,27.12%,NR,NR,NR,2.97%,0.00%,NR,49.68%,NR,NR
3951,Alex Marcotullio,Northwestern,2009,Guard,15.66%,64.37%,83.69%,NR,55.33%,0.00%,NR,0.00%,NR,NR
3951,Alex Marcotullio,Northwestern,2010,Guard,54.29%,31.18%,77.79%,NR,74.00%,0.00%,NR,0.00%,NR,NR
3951,Alex Marcotullio,Northwestern,2011,Guard,54.29%,4.78%,34.07%,NR,18.38%,0.00%,NR,0.00%,NR,NR
3951,Alex Marcotullio,Northwestern,2012,Guard,45.93%,13.91%,4.41%,NR,43.06%,0.00%,NR,0.00%,NR,NR
3953,Anthony Crater,South Florida,2009,Guard,0.00%,NR,NR,NR,35.88%,0.00%,NR,0.00%,NR,NR
3953,Anthony Crater,South Florida,2010,Guard,15.66%,69.12%,42.37%,85.38%,18.71%,0.00%,NR,0.00%,NR,NR
3955,Danny Peters,Ohio State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3958,Jeremie Simmons,Ohio State,2009,Guard,45.93%,7.13%,25.02%,83.10%,37.38%,0.00%,NR,0.00%,NR,NR
3960,Mark Titus,Ohio State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3962,P.J. Hill,Ohio State,2009,Guard,15.66%,52.71%,86.82%,NR,31.80%,0.00%,NR,0.00%,NR,NR
3963,Walter Offutt,Ohio State,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3963,Walter Offutt,Ohio,2011,Guard,96.25%,36.28%,42.42%,64.09%,80.01%,0.00%,NR,72.99%,NR,NR
3963,Walter Offutt,Ohio,2012,Guard,92.32%,26.45%,15.27%,8.52%,35.36%,0.00%,NR,49.68%,NR,NR
3964,Adam Highberger,Penn State,2009,Guard,15.66%,NR,NR,NR,62.78%,0.00%,NR,0.00%,NR,NR
3968,Cammeron Woodyard,Penn State,2009,Guard,0.00%,NR,NR,NR,40.97%,0.00%,NR,0.00%,NR,NR
3968,Cammeron Woodyard,Penn State,2010,Guard,37.08%,7.13%,92.40%,11.27%,77.94%,0.00%,NR,0.00%,NR,NR
3968,Cammeron Woodyard,Penn State,2011,Guard,37.08%,57.02%,61.24%,8.39%,28.51%,0.00%,NR,49.68%,NR,NR
3969,Chris Babb,Penn State,2009,Guard,27.12%,16.07%,50.22%,19.65%,72.04%,0.00%,NR,0.00%,NR,NR
3969,Chris Babb,Iowa State,2011,Guard,0.00%,100.00%,4.41%,64.09%,56.75%,0.00%,NR,49.68%,NR,NR
3969,Chris Babb,Iowa State,2012,Guard,37.08%,37.89%,93.48%,93.86%,85.24%,0.00%,NR,85.37%,NR,NR
3975,Talor Battle,Penn State,2009,Guard,97.59%,40.62%,51.47%,59.72%,37.38%,0.00%,NR,72.99%,NR,NR
3975,Talor Battle,Penn State,2010,Guard,93.96%,41.37%,25.02%,71.62%,50.39%,0.00%,NR,72.99%,NR,NR
3977,Tim Frazier,Penn State,2009,Guard,77.61%,21.64%,25.95%,28.27%,40.97%,0.00%,NR,49.68%,NR,NR
3977,Tim Frazier,Penn State,2010,Guard,45.93%,60.48%,15.27%,19.65%,52.29%,0.00%,NR,0.00%,NR,NR
3977,Tim Frazier,Penn State,2011,Guard,97.59%,36.23%,43.40%,75.88%,38.70%,0.00%,NR,85.37%,NR,NR
3977,Tim Frazier,Penn State,2012,Guard,27.12%,50.21%,74.35%,77.54%,89.00%,0.00%,NR,0.00%,NR,NR
3977,Tim Frazier,Penn State,2013,Guard,90.36%,36.23%,16.38%,41.07%,21.70%,0.00%,NR,72.99%,NR,NR
3981,Jermaine Marshall,Penn State,2010,Guard,61.46%,5.04%,0.49%,93.46%,51.07%,0.00%,NR,49.68%,NR,NR
3981,Jermaine Marshall,Penn State,2011,Guard,72.85%,29.19%,34.07%,75.92%,74.41%,0.00%,NR,91.24%,NR,NR
3981,Jermaine Marshall,Penn State,2012,Guard,72.85%,30.25%,13.35%,44.94%,83.90%,0.00%,NR,49.68%,NR,NR
3981,Jermaine Marshall,Arizona State,2013,Guard,61.46%,57.02%,11.24%,43.80%,44.88%,78.83%,NR,72.99%,NR,NR
3984,Chris Kramer,Purdue,2009,Guard,67.51%,10.71%,50.22%,16.57%,40.97%,0.00%,NR,0.00%,NR,NR
3985,John Hart,Purdue,2009,Guard,0.00%,NR,NR,95.64%,10.50%,0.00%,NR,0.00%,NR,NR
3985,John Hart,Purdue,2010,Guard,15.66%,NR,NR,7.63%,62.78%,0.00%,NR,0.00%,NR,NR
3985,John Hart,Purdue,2011,Guard,0.00%,NR,NR,NR,28.51%,0.00%,NR,0.00%,NR,NR
3985,John Hart,IUPUI,2012,Guard,45.93%,42.80%,91.65%,21.16%,66.92%,0.00%,NR,49.68%,NR,NR
3986,Keaton Grant,Purdue,2009,Guard,27.12%,54.41%,4.41%,62.91%,49.66%,0.00%,NR,72.99%,NR,NR
3987,Lewis Jackson,Purdue,2009,Guard,27.12%,NR,NR,31.11%,NR,0.00%,NR,0.00%,NR,NR
3987,Lewis Jackson,Purdue,2010,Guard,54.29%,40.75%,42.37%,38.06%,31.80%,0.00%,NR,49.68%,NR,NR
3987,Lewis Jackson,Purdue,2011,Guard,96.25%,16.07%,55.42%,61.40%,83.67%,0.00%,NR,0.00%,NR,NR
3989,Mark Wohlford,Purdue,2009,Guard,0.00%,NR,NR,NR,62.78%,0.00%,NR,0.00%,NR,NR
3991,Ryne Smith,Purdue,2009,Guard,0.00%,NR,NR,NR,72.04%,0.00%,NR,0.00%,NR,NR
3991,Ryne Smith,Purdue,2010,Guard,0.00%,NR,NR,NR,66.92%,0.00%,NR,49.68%,NR,NR
3991,Ryne Smith,Purdue,2011,Guard,37.08%,NR,NR,80.43%,75.77%,0.00%,NR,0.00%,NR,NR
3993,Kyle Coleman,Purdue,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3994,Dru Anthrop,Purdue,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3994,Dru Anthrop,Purdue,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3994,Dru Anthrop,Purdue,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3994,Dru Anthrop,Purdue,2012,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3996,Brett Valentyn,Wisconsin,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
3996,Brett Valentyn,Wisconsin,2010,Guard,0.00%,NR,NR,NR,62.78%,0.00%,NR,0.00%,NR,NR
4001,Jordan Taylor,Wisconsin,2009,Guard,54.29%,55.22%,58.60%,46.67%,62.78%,0.00%,NR,49.68%,NR,NR
4001,Jordan Taylor,Wisconsin,2010,Guard,81.89%,38.24%,38.55%,47.74%,70.49%,0.00%,NR,91.24%,NR,NR
4001,Jordan Taylor,Wisconsin,2011,Guard,61.46%,54.41%,17.24%,40.62%,38.57%,0.00%,NR,85.37%,NR,NR
4004,Rob Wilson,Wisconsin,2009,Guard,27.12%,57.54%,25.02%,5.42%,62.78%,0.00%,NR,49.68%,NR,NR
4004,Rob Wilson,Wisconsin,2010,Guard,27.12%,NR,NR,74.54%,75.71%,0.00%,NR,0.00%,NR,NR
4004,Rob Wilson,Wisconsin,2011,Guard,27.12%,39.16%,9.06%,70.25%,73.94%,0.00%,NR,0.00%,NR,NR
4006,Trevon Hughes,Wisconsin,2009,Guard,77.61%,46.80%,36.42%,47.70%,77.16%,0.00%,NR,85.37%,NR,NR
4007,Wquinton Smith,Wisconsin,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4007,Wquinton Smith,Wisconsin,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4009,Diamond Taylor,Southern Illinois,2010,Guard,27.12%,45.30%,15.27%,43.80%,16.37%,0.00%,NR,0.00%,NR,NR
4009,Diamond Taylor,Southern Illinois,2011,Guard,61.46%,10.62%,59.76%,74.54%,85.97%,0.00%,NR,72.99%,NR,NR
4009,Diamond Taylor,Southern Illinois,2012,Guard,15.66%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4010,Dan Fahey,Wisconsin,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4010,Dan Fahey,Wisconsin,2011,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4010,Dan Fahey,Wisconsin,2012,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4031,Chris Lutz,Marshall,2009,Guard,15.66%,59.22%,91.51%,94.55%,79.04%,0.00%,NR,0.00%,NR,NR
4038,Armon Bassett,Ohio,2009,Guard,90.36%,42.80%,25.15%,64.61%,36.42%,0.00%,NR,49.68%,NR,NR
4039,Tony Freeman,Southern Illinois,2009,Guard,0.00%,100.00%,0.00%,41.00%,82.39%,0.00%,NR,49.68%,NR,NR
4065,J.T. Tiller,Missouri,2009,Guard,81.89%,46.85%,44.66%,55.93%,7.48%,0.00%,NR,49.68%,NR,NR
4066,Denis Clemente,Kansas State,2009,Guard,90.36%,17.69%,80.00%,80.43%,91.46%,0.00%,NR,49.68%,NR,NR
4071,Cory Higgins,Colorado,2009,Guard,88.15%,56.71%,14.39%,35.62%,7.07%,0.00%,NR,85.37%,NR,NR
4071,Cory Higgins,Colorado,2010,Guard,88.15%,51.03%,38.80%,31.36%,65.01%,78.83%,NR,85.37%,NR,NR
4073,Jacob Pullen,Kansas State,2009,Guard,85.31%,32.57%,42.78%,86.89%,86.18%,0.00%,NR,49.68%,NR,NR
4073,Jacob Pullen,Kansas State,2010,Guard,97.59%,21.18%,27.70%,82.03%,72.68%,0.00%,NR,72.99%,NR,NR
4076,Justin Mason,Texas,2009,Guard,15.66%,71.60%,56.67%,27.16%,96.74%,0.00%,NR,0.00%,NR,NR
4077,Derrick Roland,Texas A&M,2009,Guard,37.08%,46.01%,86.82%,94.23%,85.10%,0.00%,NR,72.99%,NR,NR
4079,Zaire Taylor,Missouri,2009,Guard,37.08%,63.63%,6.33%,67.10%,87.26%,0.00%,NR,49.68%,NR,NR
4132,Nick Okorie,Texas Tech,2009,Guard,67.51%,46.09%,31.85%,28.10%,77.94%,0.00%,NR,0.00%,NR,NR
4136,B.J. Holmes,Texas A&M,2009,Guard,61.46%,16.07%,60.55%,94.36%,65.03%,0.00%,NR,0.00%,NR,NR
4136,B.J. Holmes,Texas A&M,2010,Guard,77.61%,10.90%,81.53%,66.87%,77.16%,0.00%,NR,0.00%,NR,NR
4137,Keiton Page,Oklahoma State,2009,Guard,77.61%,3.76%,87.37%,19.65%,72.81%,0.00%,NR,0.00%,NR,NR
4137,Keiton Page,Oklahoma State,2010,Guard,67.51%,23.23%,76.71%,77.54%,66.62%,0.00%,NR,49.68%,NR,NR
4137,Keiton Page,Oklahoma State,2011,Guard,61.46%,21.33%,10.24%,54.31%,19.04%,0.00%,NR,0.00%,NR,NR
4140,Brady Morningstar,Kansas,2009,Guard,15.66%,61.35%,92.40%,74.54%,37.73%,0.00%,NR,0.00%,NR,NR
4140,Brady Morningstar,Kansas,2010,Guard,27.12%,66.65%,88.04%,60.81%,88.33%,0.00%,NR,0.00%,NR,NR
4150,A.J. Walton,Baylor,2009,Guard,27.12%,61.97%,74.35%,94.06%,67.40%,0.00%,NR,0.00%,NR,NR
4150,A.J. Walton,Baylor,2010,Guard,77.61%,18.49%,87.01%,55.29%,68.54%,0.00%,NR,49.68%,NR,NR
4150,A.J. Walton,Baylor,2011,Guard,81.89%,15.00%,74.35%,69.30%,87.52%,0.00%,NR,0.00%,NR,NR
4150,A.J. Walton,Baylor,2012,Guard,61.46%,59.39%,17.71%,54.62%,62.78%,0.00%,NR,0.00%,NR,NR
4151,Oscar Griffin,Baylor,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4154,Nolan Dennis,Baylor,2009,Guard,0.00%,NR,NR,93.46%,82.39%,0.00%,NR,0.00%,NR,NR
4154,Nolan Dennis,Baylor,2010,Guard,0.00%,NR,NR,NR,82.39%,0.00%,NR,0.00%,NR,NR
4157,Dwight Thorne II,Colorado,2009,Guard,45.93%,30.25%,78.69%,25.94%,70.13%,0.00%,NR,49.68%,NR,NR
4158,Javon Coney,Colorado,2009,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4158,Javon Coney,Colorado,2010,Guard,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
