GMID,Name,School,Year,L2PA,L2PM,S2PA,S2PM,A3PA,A3PM
3577,Mike Dixon,Missouri,2011,20,9,22,13,43,11
3577,Mike Dixon,Memphis,2013,19,9,6,2,33,13
3578,Scott Suggs,Washington,2009,3,1,0,0,15,4
3578,Scott Suggs,Washington,2010,4,3,4,2,13,6
3578,Scott Suggs,Washington,2012,45,19,2,1,21,8
3579,Conner Teahan,Kansas,2009,1,0,2,1,1,1
3579,Conner Teahan,Kansas,2011,4,2,2,1,33,8
3587,Tyler Haws,Brigham Young,2009,14,7,2,2,12,7
3587,Tyler Haws,Brigham Young,2012,47,21,8,4,10,4
3587,Tyler Haws,Brigham Young,2013,46,14,7,3,8,1
3587,Tyler Haws,Brigham Young,2014,46,17,5,2,27,7
3589,Morgan Grim,Utah State,2010,9,2,8,6,1,0
3589,Morgan Grim,Utah State,2011,17,5,51,25,0,0
3590,Dan Deane,Oregon State,2009,3,1,10,5,7,0
3590,Dan Deane,Oregon State,2010,0,0,0,0,0,0
3591,Jackson Emery,Brigham Young,2009,12,5,2,1,46,18
3591,Jackson Emery,Brigham Young,2010,8,5,2,1,39,13
3592,Tai Wesley,Utah State,2009,44,17,57,36,1,0
3592,Tai Wesley,Utah State,2010,35,13,51,33,4,2
3606,Brian Qvale,Montana,2009,32,17,34,21,0,0
3606,Brian Qvale,Montana,2010,45,21,41,33,0,0
3607,Austin Dufault,Colorado,2009,18,4,5,3,20,9
3607,Austin Dufault,Colorado,2010,16,5,19,11,9,1
3607,Austin Dufault,Colorado,2011,39,12,43,22,27,10
3609,Brandon Brown,Lipscomb,2009,3,2,5,4,4,2
3609,Brandon Brown,Lipscomb,2010,12,5,7,2,11,4
3617,Barry Stewart,Mississippi State,2009,33,9,7,3,61,26
3618,Maurice Miller,Georgia Tech,2009,8,3,4,2,17,6
3618,Maurice Miller,Georgia Tech,2010,13,5,6,3,23,9
3619,Drew Kelly,Morehead State,2010,19,8,13,4,11,3
3619,Drew Kelly,Morehead State,2011,28,8,48,28,18,4
3619,Drew Kelly,Morehead State,2012,18,8,11,4,15,4
3619,Drew Kelly,Morehead State,2013,14,4,14,9,22,8
3620,Jewuan Long,Murray State,2009,4,1,7,4,7,2
3620,Jewuan Long,Murray State,2010,16,1,15,10,9,3
3620,Jewuan Long,Murray State,2011,18,7,22,12,20,10
3621,Willie Kemp,Memphis,2009,17,4,22,6,42,16
3631,Reginald Becton,Ole Miss,2009,4,0,9,5,0,0
3631,Reginald Becton,Ole Miss,2010,12,3,22,14,0,0
3631,Reginald Becton,Ole Miss,2011,15,5,16,10,0,0
3631,Reginald Becton,Ole Miss,2012,25,9,18,14,0,0
3632,M.J. Brown,Tennessee-Martin,2009,31,7,10,3,7,1
3633,Marquis Weddle,Tennessee-Martin,2009,21,7,2,1,28,10
3641,Kerron Johnson,Belmont,2009,13,5,8,2,15,4
3641,Kerron Johnson,Belmont,2010,12,4,5,4,11,3
3641,Kerron Johnson,Belmont,2011,9,4,17,10,31,13
3641,Kerron Johnson,Belmont,2012,34,16,18,12,19,8
3642,Courtney Fortson,Arkansas,2009,17,3,22,11,29,7
3649,Will Graves,North Carolina,2009,9,4,4,1,32,16
3650,Marc Campbell,North Carolina,2009,0,0,0,0,0,0
3651,Justin Watts,North Carolina,2009,1,0,1,1,1,0
3651,Justin Watts,North Carolina,2010,2,2,0,0,5,0
3651,Justin Watts,North Carolina,2011,1,1,1,1,0,0
3653,Jordan Davidson,Duke,2009,1,0,0,0,1,0
3654,Miles Plumlee,Duke,2009,16,3,13,11,0,0
3654,Miles Plumlee,Duke,2010,7,3,12,6,0,0
3654,Miles Plumlee,Duke,2011,20,7,13,11,0,0
3655,Olek Czyz,Duke,2009,0,0,2,1,2,1
3655,Olek Czyz,Nevada,2010,17,3,16,7,10,5
3655,Olek Czyz,Nevada,2011,44,18,36,23,5,1
3656,Steve Johnson,Duke,2009,1,0,1,1,0,0
3660,Brooks Godwin,Wake Forest,2009,0,0,0,0,0,0
3660,Brooks Godwin,Wake Forest,2010,1,0,1,1,0,0
3660,Brooks Godwin,Wake Forest,2011,1,0,1,0,0,0
3661,Chas McFarland,Wake Forest,2009,15,4,10,10,1,0
3662,David Weaver,Wake Forest,2009,9,5,6,5,2,0
3663,Gary Clark,Wake Forest,2009,4,2,0,0,4,2
3663,Gary Clark,Wake Forest,2010,21,9,9,4,21,11
3665,Ish Smith,Wake Forest,2009,47,18,24,12,19,3
3667,L.D. Williams,Wake Forest,2009,24,6,8,3,8,0
3669,Ty Walker,Wake Forest,2009,3,1,0,0,0,0
3669,Ty Walker,Wake Forest,2010,15,4,8,5,0,0
3669,Ty Walker,Wake Forest,2011,16,2,9,4,0,0
3670,Andre Dawkins,Duke,2009,8,2,0,0,16,7
3670,Andre Dawkins,Duke,2010,10,4,0,0,26,13
3670,Andre Dawkins,Duke,2011,6,2,3,1,37,13
3670,Andre Dawkins,Duke,2013,9,5,2,0,37,13
3671,Ari Stewart,Wake Forest,2009,16,6,4,0,13,8
3671,Ari Stewart,Wake Forest,2010,20,4,8,5,19,4
3671,Ari Stewart,USC,2012,2,1,0,0,11,1
3672,C.J. Harris,Wake Forest,2009,6,2,5,2,18,5
3672,C.J. Harris,Wake Forest,2010,28,9,25,10,16,4
3672,C.J. Harris,Wake Forest,2011,43,16,7,4,35,11
3672,C.J. Harris,Wake Forest,2012,31,12,12,6,28,9
3673,Andre Young,Clemson,2009,11,2,2,0,38,13
3673,Andre Young,Clemson,2010,29,11,5,5,46,21
3673,Andre Young,Clemson,2011,25,11,10,2,43,19
3674,Bryan Narcisse,Clemson,2009,3,2,2,1,2,2
3674,Bryan Narcisse,Clemson,2010,5,1,7,5,9,2
3674,Bryan Narcisse,Clemson,2011,7,1,4,2,10,1
3675,Catalin Baciu,Clemson,2009,2,1,1,1,0,0
3675,Catalin Baciu,Clemson,2010,3,1,3,1,0,0
3675,Catalin Baciu,Clemson,2011,8,3,15,12,0,0
3676,David Potter,Clemson,2009,13,3,12,3,30,11
3677,Demontez Stitt,Clemson,2009,22,5,18,9,35,9
3677,Demontez Stitt,Clemson,2010,36,12,23,11,33,12
3678,Jerai Grant,Clemson,2009,7,1,31,19,0,0
3678,Jerai Grant,Clemson,2010,64,29,37,29,0,0
3680,Jonah Baize,Clemson,2009,0,0,0,0,1,1
3680,Jonah Baize,Clemson,2010,1,0,1,0,0,0
3682,Karolis Petrukonis,Clemson,2009,0,0,0,0,0,0
3683,Tanner Smith,Clemson,2009,11,2,5,5,32,8
3683,Tanner Smith,Clemson,2010,18,4,9,3,28,12
3683,Tanner Smith,Clemson,2011,22,7,12,4,37,14
3685,Trevor Booker,Clemson,2009,46,11,37,33,14,3
3686,Zavier Anderson,Clemson,2009,0,0,1,1,0,0
3686,Zavier Anderson,Clemson,2010,1,0,3,1,2,2
3687,Donte Hill,Clemson,2009,1,1,1,1,2,1
3687,Donte Hill,Old Dominion,2011,5,0,14,6,25,11
3687,Donte Hill,Old Dominion,2012,9,3,8,4,20,5
3688,Devin Booker,Clemson,2009,10,3,17,14,0,0
3688,Devin Booker,Clemson,2010,36,14,17,8,9,3
3688,Devin Booker,Clemson,2011,43,12,20,14,4,1
3688,Devin Booker,Clemson,2012,53,16,27,17,5,0
3689,Noel Johnson,Clemson,2009,15,4,2,1,15,4
3689,Noel Johnson,Clemson,2010,0,0,0,0,1,0
3689,Noel Johnson,Auburn,2011,6,3,3,0,19,5
3689,Noel Johnson,Auburn,2012,9,3,3,0,40,18
3691,Deividas Dulkys,Florida State,2009,4,2,2,0,32,11
3691,Deividas Dulkys,Florida State,2010,8,2,3,1,25,10
3691,Deividas Dulkys,Florida State,2011,7,4,1,0,20,4
3692,Derwin Kitchen,Florida State,2009,20,3,12,7,25,9
3692,Derwin Kitchen,Florida State,2010,26,15,17,9,27,9
3694,Jordan DeMercy,Florida State,2009,2,0,3,2,3,1
3695,Luke Loucks,Florida State,2009,1,1,2,0,14,2
3695,Luke Loucks,Florida State,2010,4,1,3,2,6,1
3695,Luke Loucks,Florida State,2011,17,7,13,4,12,1
3696,Pierre Jordan,Florida State,2009,2,0,0,0,4,2
3696,Pierre Jordan,Florida State,2010,2,0,0,0,5,0
3696,Pierre Jordan,Georgia Tech,2011,11,3,5,2,8,4
3696,Pierre Jordan,Georgia Tech,2012,2,0,0,0,2,0
3697,Ryan Reid,Florida State,2009,30,9,15,10,0,0
3698,Xavier Gibson,Florida State,2009,6,2,9,6,3,1
3698,Xavier Gibson,Florida State,2010,7,3,6,3,1,0
3698,Xavier Gibson,Florida State,2011,20,5,19,12,3,0
3699,Terrance Shannon,Florida State,2009,3,0,1,0,0,0
3699,Terrance Shannon,Florida State,2010,19,5,11,5,0,0
3699,Terrance Shannon,Florida State,2011,3,1,6,3,0,0
3699,Terrance Shannon,Florida State,2012,20,5,12,6,0,0
3699,Terrance Shannon,VCU,2013,4,0,1,1,0,0
3702,Dorenzo Hudson,Virginia Tech,2009,30,13,11,6,32,9
3702,Dorenzo Hudson,Virginia Tech,2010,11,5,2,0,9,1
3702,Dorenzo Hudson,Virginia Tech,2011,46,14,17,9,44,13
3704,Gene Swindle,Virginia Tech,2009,0,0,0,0,0,0
3704,Gene Swindle,James Madison,2011,10,2,10,6,0,0
3704,Gene Swindle,James Madison,2012,2,0,0,0,0,0
3705,Hank Thorns,Texas Christian,2010,53,13,19,7,49,15
3705,Hank Thorns,Texas Christian,2011,20,6,23,14,55,22
3706,J.T. Thompson,Virginia Tech,2009,28,9,22,10,1,0
3706,J.T. Thompson,Charlotte,2012,7,2,9,7,2,0
3707,Jeff Allen,Virginia Tech,2009,33,7,31,15,6,2
3707,Jeff Allen,Virginia Tech,2010,48,22,43,27,16,1
3708,Lewis Witcher,Virginia Tech,2009,0,0,4,1,0,0
3709,Paul Debnam,Virginia Tech,2009,0,0,1,0,0,0
3709,Paul Debnam,Virginia Tech,2010,2,0,2,2,2,0
3711,Terrell Bell,Virginia Tech,2009,8,3,2,1,18,8
3711,Terrell Bell,Virginia Tech,2010,13,5,6,2,22,6
3712,Victor Davila,Virginia Tech,2009,19,8,12,5,0,0
3712,Victor Davila,Virginia Tech,2010,19,7,28,17,0,0
3712,Victor Davila,Virginia Tech,2011,20,12,36,20,0,0
3713,Manny Atkins,Virginia Tech,2009,2,0,3,2,3,1
3713,Manny Atkins,Virginia Tech,2010,7,2,17,13,17,5
3713,Manny Atkins,Georgia State,2012,37,11,14,4,36,15
3713,Manny Atkins,Georgia State,2013,20,8,19,14,34,13
3714,Ben Boggs,Virginia Tech,2009,2,0,5,2,6,3
3714,Ben Boggs,Virginia Tech,2010,0,0,0,0,0,0
3714,Ben Boggs,Valparaiso,2011,3,0,12,2,18,7
3714,Ben Boggs,Valparaiso,2012,12,4,12,9,19,6
3715,Erick Green,Virginia Tech,2009,11,3,1,0,16,5
3715,Erick Green,Virginia Tech,2010,39,16,10,7,40,9
3715,Erick Green,Virginia Tech,2011,75,21,24,11,52,22
3715,Erick Green,Virginia Tech,2012,66,33,9,6,46,17
3716,Cadarian Raines,Virginia Tech,2009,3,0,4,1,0,0
3716,Cadarian Raines,Virginia Tech,2010,0,0,2,1,0,0
3716,Cadarian Raines,Virginia Tech,2011,22,5,41,24,0,0
3716,Cadarian Raines,Virginia Tech,2012,41,15,23,12,0,0
3716,Cadarian Raines,Virginia Tech,2013,15,6,15,8,0,0
3717,Allan Chaney,High Point,2012,67,27,24,14,15,3
3717,Allan Chaney,High Point,2013,6,3,6,6,1,0
3718,Adrian Bowie,Maryland,2009,3,0,14,7,15,7
3718,Adrian Bowie,Maryland,2010,5,2,12,3,14,3
3719,Braxton Dupree,Towson,2010,51,21,28,14,0,0
3720,Cliff Tucker,Maryland,2009,7,1,2,1,13,4
3720,Cliff Tucker,Maryland,2010,18,5,2,2,23,9
3722,David Pearman,Maryland,2009,1,0,0,0,2,0
3723,Dino Gregory,Maryland,2009,14,6,3,1,0,0
3723,Dino Gregory,Maryland,2010,41,18,10,6,1,0
3724,Eric Hayes,Maryland,2009,21,11,10,9,24,9
3726,Jin-Soo Choi,Maryland,2009,0,0,1,0,1,0
3727,Landon Milbourne,Maryland,2009,28,8,17,8,8,3
3728,Sean Mosley,Maryland,2009,22,7,6,3,6,2
3728,Sean Mosley,Maryland,2010,36,12,5,3,11,1
3728,Sean Mosley,Maryland,2011,34,12,7,1,27,12
3729,Steve Goins,Maryland,2009,1,0,0,0,0,0
3730,James Padgett,Maryland,2009,6,1,6,2,0,0
3730,James Padgett,Maryland,2010,4,1,5,4,0,0
3730,James Padgett,Maryland,2011,22,6,39,19,0,0
3730,James Padgett,Maryland,2012,8,3,16,12,0,0
3731,Jordan Williams,Maryland,2009,19,3,21,11,0,0
3731,Jordan Williams,Maryland,2010,24,5,27,17,0,0
3733,Brad Sheehan,Georgia Tech,2009,5,1,1,0,3,0
3734,D'Andre Bell,Georgia Tech,2009,19,5,5,2,10,5
3735,Derek Craig,Georgia Tech,2010,0,0,1,1,1,0
3735,Derek Craig,Georgia Tech,2011,2,2,1,0,6,1
3737,Lance Storrs,Georgia Tech,2009,2,0,0,0,5,1
3737,Lance Storrs,Georgia Tech,2010,7,1,1,1,14,3
3738,Nick Foreman,Georgia Tech,2009,1,0,0,0,2,0
3738,Nick Foreman,Georgia Tech,2010,0,0,0,0,2,0
3738,Nick Foreman,Georgia Tech,2011,3,1,1,0,6,2
3739,Sam Shew,Georgia Tech,2009,0,0,0,0,0,0
3741,Zachery Peacock,Georgia Tech,2009,40,12,8,4,13,2
3742,Kammeon Holsey,Georgia Tech,2010,13,4,14,7,0,0
3742,Kammeon Holsey,Georgia Tech,2011,26,9,48,31,0,0
3742,Kammeon Holsey,Georgia Tech,2012,24,11,22,13,0,0
3742,Kammeon Holsey,Georgia Tech,2013,36,12,26,16,0,0
3743,Brian Oliver,Georgia Tech,2009,10,5,0,0,27,13
3743,Brian Oliver,Georgia Tech,2010,24,8,2,1,20,7
3743,Brian Oliver,Seton Hall,2012,18,6,4,3,26,8
3743,Brian Oliver,Seton Hall,2013,15,5,6,1,42,16
3744,Daniel Miller,Georgia Tech,2010,11,2,17,14,0,0
3744,Daniel Miller,Georgia Tech,2011,45,13,21,12,0,0
3744,Daniel Miller,Georgia Tech,2012,31,10,24,17,1,0
3744,Daniel Miller,Georgia Tech,2013,44,22,28,18,0,0
3745,Glen Rice,Georgia Tech,2009,11,2,7,2,13,7
3745,Glen Rice,Georgia Tech,2010,28,8,11,8,33,7
3745,Glen Rice,Georgia Tech,2011,33,14,3,3,27,8
3746,Assane Sene,Virginia,2009,7,0,8,4,0,0
3746,Assane Sene,Virginia,2010,12,5,22,12,0,0
3746,Assane Sene,Virginia,2011,12,3,12,8,0,0
3747,Calvin Baker,Virginia,2009,15,3,3,0,12,4
3749,Jeff Jones,Virginia,2009,14,3,7,3,24,14
3749,Jeff Jones,Rider,2011,12,6,15,7,24,14
3750,Jerome Meyinsse,Virginia,2009,17,9,27,15,0,0
3751,John Brandenburg,Colgate,2010,14,6,5,4,0,0
3751,John Brandenburg,Colgate,2011,18,8,20,11,0,0
3751,John Brandenburg,Colgate,2012,28,9,16,5,0,0
3753,Mike Scott,Virginia,2009,72,26,28,19,4,1
3753,Mike Scott,Virginia,2010,32,14,12,5,0,0
3753,Mike Scott,Virginia,2011,121,65,24,16,2,1
3754,Mustapha Farrakhan,Virginia,2009,17,6,11,3,32,12
3754,Mustapha Farrakhan,Virginia,2010,43,16,27,11,50,18
3755,Sammy Zeglinski,Virginia,2009,24,4,11,5,58,18
3755,Sammy Zeglinski,Virginia,2010,15,2,7,2,40,17
3755,Sammy Zeglinski,Virginia,2011,11,3,7,3,58,18
3756,Solomon Tat,Virginia,2009,0,0,2,1,0,0
3758,Will Sherrill,Virginia,2009,4,2,4,4,23,5
3758,Will Sherrill,Virginia,2010,9,3,9,5,29,15
3759,Tristan Spurlock,Virginia,2009,1,1,1,0,2,1
3759,Tristan Spurlock,UCF,2011,21,7,11,4,40,17
3759,Tristan Spurlock,UCF,2012,22,4,10,4,28,6
3759,Tristan Spurlock,UCF,2013,7,1,16,5,44,12
3760,Thomas Kody,Virginia,2009,0,0,0,0,0,0
3761,Jontel Evans,Virginia,2009,10,4,12,3,8,2
3761,Jontel Evans,Virginia,2010,49,17,33,11,9,4
3761,Jontel Evans,Virginia,2011,47,14,29,18,9,4
3761,Jontel Evans,Virginia,2012,23,6,28,14,0,0
3762,Biko Paris,Boston College,2009,14,4,13,4,16,5
3762,Biko Paris,Boston College,2010,12,3,11,4,44,17
3763,Corey Raji,Boston College,2009,39,19,22,14,1,0
3763,Corey Raji,Boston College,2010,18,10,24,16,33,13
3764,Cortney Dunn,Boston College,2009,2,0,10,4,0,0
3764,Cortney Dunn,Boston College,2010,4,2,3,2,0,0
3765,Dallas Elmore,Boston College,2009,16,5,11,6,3,0
3765,Dallas Elmore,Boston College,2010,6,0,3,1,6,3
3766,Evan Ravenel,Boston College,2009,10,4,7,3,0,0
3766,Evan Ravenel,Ohio State,2011,16,4,6,4,0,0
3766,Evan Ravenel,Ohio State,2012,15,5,14,9,0,0
3767,Joe Trapani,Boston College,2009,24,3,23,13,54,19
3767,Joe Trapani,Boston College,2010,33,5,49,25,49,13
3768,Josh Southern,Boston College,2009,20,7,14,5,0,0
3768,Josh Southern,Boston College,2010,27,13,27,19,0,0
3769,Nick Mosakowski,Boston College,2009,2,0,0,0,1,0
3769,Nick Mosakowski,Boston College,2010,0,0,0,0,2,0
3770,Rakim Sanders,Boston College,2009,27,12,8,7,26,7
3770,Rakim Sanders,Fairfield,2011,37,12,45,29,43,8
3771,Reggie Jackson,Boston College,2009,40,13,27,12,51,16
3771,Reggie Jackson,Boston College,2010,49,16,29,20,61,24
3772,Tyler Roche,Boston College,2009,19,9,9,7,23,10
3773,C.J. Williams,NC State,2009,13,4,6,5,15,3
3773,C.J. Williams,NC State,2010,20,9,8,7,9,1
3773,C.J. Williams,NC State,2011,25,9,11,8,20,4
3774,Dennis Horner,NC State,2009,37,14,19,14,28,8
3775,Enrico Kufuor,NC State,2009,0,0,0,0,0,0
3775,Enrico Kufuor,NC State,2010,0,0,0,0,0,0
3776,Farnold Degand,NC State,2009,13,4,9,4,21,5
3777,Javier Gonzalez,NC State,2009,37,11,16,5,40,11
3777,Javier Gonzalez,NC State,2010,22,5,9,2,19,4
3778,Johnny Thomas,NC State,2009,3,1,0,0,0,0
3778,Johnny Thomas,Marshall,2010,19,9,10,9,9,2
3779,Julius Mays,NC State,2009,34,8,7,4,31,8
3779,Julius Mays,Wright State,2011,45,15,10,6,43,18
3779,Julius Mays,Kentucky,2012,22,6,6,3,53,19
3781,Kendall Smith,NC State,2009,0,0,0,0,0,0
3781,Kendall Smith,NC State,2010,0,0,3,1,0,0
3781,Kendall Smith,NC State,2011,1,0,0,0,0,0
3784,Tracy Smith,NC State,2009,71,24,47,30,0,0
3784,Tracy Smith,NC State,2010,44,16,30,20,0,0
3786,Josh Davis,NC State,2009,3,0,8,5,0,0
3786,Josh Davis,Tulane,2011,36,6,31,11,13,5
3786,Josh Davis,Tulane,2012,0,0,2,0,0,0
3786,Josh Davis,Tulane,2012,0,0,2,0,0,0
3786,Josh Davis,San Diego State,2013,18,3,14,7,0,0
3787,Scott Wood,NC State,2009,10,4,1,1,48,16
3787,Scott Wood,NC State,2010,4,1,1,0,39,16
3787,Scott Wood,NC State,2011,16,7,2,1,40,14
3787,Scott Wood,NC State,2012,8,2,2,2,39,18
3788,Jordan Vandenberg,NC State,2009,4,0,2,0,0,0
3788,Jordan Vandenberg,NC State,2010,0,0,1,1,0,0
3788,Jordan Vandenberg,NC State,2011,0,0,1,0,0,0
3788,Jordan Vandenberg,NC State,2012,4,3,2,1,0,0
3788,Jordan Vandenberg,NC State,2013,11,6,14,14,0,0
3789,DeShawn Painter,NC State,2009,6,1,3,2,0,0
3789,DeShawn Painter,NC State,2010,9,4,14,10,0,0
3789,DeShawn Painter,NC State,2011,52,18,6,4,0,0
3789,DeShawn Painter,Old Dominion,2012,54,21,22,14,7,3
3790,Richard Howell,NC State,2009,17,8,15,9,7,1
3790,Richard Howell,NC State,2010,19,6,19,11,2,2
3790,Richard Howell,NC State,2011,51,14,36,23,1,0
3790,Richard Howell,NC State,2012,38,19,56,37,0,0
3791,Adrian Thomas,Miami (FL),2009,2,2,1,0,33,13
3791,Adrian Thomas,Miami (FL),2010,8,2,1,0,52,21
3793,Cyrus McGowan,Miami (FL),2009,9,2,4,3,2,1
3794,Eddie Rios,Texas State,2010,14,5,4,1,25,6
3794,Eddie Rios,Texas State,2011,11,2,6,2,17,7
3795,James Dews,Miami (FL),2009,40,21,8,4,27,9
3797,Julian Gamble,Miami (FL),2009,15,6,10,5,1,1
3797,Julian Gamble,Miami (FL),2010,8,2,21,12,0,0
3797,Julian Gamble,Miami (FL),2012,30,13,24,14,0,0
3799,Malcolm Grant,Miami (FL),2009,26,7,9,4,43,19
3799,Malcolm Grant,Miami (FL),2010,38,13,7,3,63,24
3799,Malcolm Grant,Miami (FL),2011,21,4,7,3,55,19
3801,Reggie Johnson,Miami (FL),2009,6,3,15,11,0,0
3801,Reggie Johnson,Miami (FL),2010,33,19,42,26,0,0
3801,Reggie Johnson,Miami (FL),2011,35,12,23,16,3,1
3801,Reggie Johnson,Miami (FL),2012,30,11,32,15,3,0
3802,Ryan Quigtar,Miami (FL),2009,0,0,0,0,0,0
3802,Ryan Quigtar,Miami (FL),2010,0,0,0,0,0,0
3802,Ryan Quigtar,Miami (FL),2011,0,0,0,0,0,0
3803,Garrius Adams,Miami (FL),2009,4,3,3,2,22,5
3803,Garrius Adams,Miami (FL),2010,31,13,8,5,39,10
3803,Garrius Adams,Miami (FL),2011,4,2,1,1,20,7
3803,Garrius Adams,Miami (FL),2013,49,13,21,6,55,13
3804,Donnavan Kirk,Miami (FL),2009,1,1,0,0,0,0
3804,Donnavan Kirk,Miami (FL),2010,7,0,0,0,0,0
3804,Donnavan Kirk,DePaul,2011,17,2,3,3,1,0
3804,Donnavan Kirk,DePaul,2012,27,14,12,9,5,1
3804,Donnavan Kirk,Miami (FL),2013,52,26,14,9,22,8
3805,Antoine Allen,Miami (FL),2009,2,0,1,0,8,4
3805,Antoine Allen,South Alabama,2012,18,7,4,2,32,10
3805,Antoine Allen,South Alabama,2013,11,3,13,4,47,15
3838,Bill Cole,Illinois,2009,3,0,3,3,17,5
3838,Bill Cole,Illinois,2010,4,4,5,3,24,7
3839,Bubba Chisholm,Illinois,2009,0,0,0,0,2,1
3843,Dominique Keller,Illinois,2009,15,5,6,5,10,3
3844,Richard Semrau,Illinois,2009,0,0,2,1,0,0
3845,Stan Simpson,Illinois,2009,1,0,0,0,0,0
3845,Stan Simpson,Memphis,2011,5,2,4,2,1,0
3845,Stan Simpson,Memphis,2012,2,0,1,0,0,0
3847,Tyler Griffey,Illinois,2009,13,7,1,1,7,3
3847,Tyler Griffey,Illinois,2010,7,1,1,0,4,1
3847,Tyler Griffey,Illinois,2011,11,5,6,5,23,5
3847,Tyler Griffey,Illinois,2012,25,12,5,5,31,14
3848,Joseph Bertrand,Illinois,2010,1,1,0,0,0,0
3848,Joseph Bertrand,Illinois,2011,46,16,8,4,4,2
3848,Joseph Bertrand,Illinois,2012,35,15,8,3,19,5
3848,Joseph Bertrand,Illinois,2013,37,12,15,11,18,7
3849,Brett Finkelmeier,Indiana,2009,0,0,0,0,0,0
3851,Daniel Moore,Indiana,2009,2,1,0,0,4,1
3851,Daniel Moore,Indiana,2010,1,0,6,3,5,3
3851,Daniel Moore,Indiana,2011,0,0,0,0,1,0
3852,Devan Dumes,Indiana,2009,8,4,6,1,28,10
3855,Kory Barnett,Indiana,2009,0,0,0,0,2,0
3855,Kory Barnett,Indiana,2010,0,0,2,0,5,1
3855,Kory Barnett,Indiana,2011,0,0,0,0,0,0
3857,Malik Story,Nevada,2010,44,10,10,4,51,21
3857,Malik Story,Nevada,2011,32,11,14,6,50,16
3857,Malik Story,Nevada,2012,55,20,13,9,50,18
3858,Matt Roth,Indiana,2009,0,0,0,0,0,0
3858,Matt Roth,Indiana,2010,1,0,0,0,15,7
3858,Matt Roth,Indiana,2011,1,1,0,0,27,15
3860,Nick Williams,Ole Miss,2010,28,13,6,2,17,7
3860,Nick Williams,Ole Miss,2011,37,18,6,3,32,13
3860,Nick Williams,Ole Miss,2012,29,10,2,1,15,4
3861,Steven Gambles,Indiana,2009,0,0,0,0,1,0
3862,Tijan Jobe,Indiana,2009,1,0,0,0,0,0
3863,Tom Pritchard,Indiana,2009,6,1,18,9,0,0
3863,Tom Pritchard,Indiana,2010,6,0,11,7,0,0
3863,Tom Pritchard,Indiana,2011,0,0,8,5,1,0
3864,Verdell Jones,Indiana,2009,48,18,26,14,21,5
3864,Verdell Jones,Indiana,2010,52,25,23,13,18,6
3864,Verdell Jones,Indiana,2011,25,9,9,6,10,2
3865,Derek Elston,Indiana,2009,14,3,9,4,7,1
3865,Derek Elston,Indiana,2010,23,12,11,7,6,0
3865,Derek Elston,Indiana,2011,17,8,5,2,9,5
3865,Derek Elston,Indiana,2012,0,0,0,0,2,0
3866,Bobby Capobianco,Indiana,2009,3,2,4,3,5,3
3866,Bobby Capobianco,Indiana,2010,3,0,1,1,2,0
3866,Bobby Capobianco,Valparaiso,2012,11,6,24,16,8,3
3866,Bobby Capobianco,Valparaiso,2013,5,1,16,9,13,4
3867,Muniru Bawa,Indiana,2009,0,0,0,0,0,0
3867,Muniru Bawa,Tennessee State,2011,2,0,2,1,0,0
3868,Maurice Creek,Indiana,2009,4,2,1,0,11,6
3868,Maurice Creek,Indiana,2010,11,5,3,3,18,6
3868,Maurice Creek,Indiana,2012,1,0,1,0,9,2
3868,Maurice Creek,George Washington,2013,37,13,9,2,70,32
3869,Christian Watford,Indiana,2009,46,11,27,10,8,5
3869,Christian Watford,Indiana,2010,43,16,29,12,25,11
3869,Christian Watford,Indiana,2011,44,16,26,13,24,11
3869,Christian Watford,Indiana,2012,21,4,16,6,19,9
3870,Aaron Fuller,Iowa,2009,39,11,21,11,12,2
3870,Aaron Fuller,USC,2011,23,10,25,16,0,0
3870,Aaron Fuller,USC,2012,12,4,13,8,0,0
3871,Andrew Brommer,Iowa,2009,6,0,3,3,1,0
3871,Andrew Brommer,Iowa,2010,8,3,7,4,0,0
3871,Andrew Brommer,Iowa,2011,4,0,1,1,0,0
3872,Anthony Tucker,Iowa,2009,5,3,4,1,32,11
3875,Devan Bawinkel,Iowa,2009,0,0,0,0,35,12
3877,Jake Kelly,Indiana State,2009,14,3,4,1,7,2
3877,Jake Kelly,Indiana State,2010,18,6,5,2,14,2
3878,Jarryd Cole,Iowa,2009,31,10,30,23,2,0
3878,Jarryd Cole,Iowa,2010,24,9,17,10,0,0
3879,Jeff Peterson,Arkansas,2010,18,5,6,4,22,5
3879,Jeff Peterson,Florida State,2011,14,5,8,6,6,1
3881,John Lickliter,Iowa,2009,1,0,1,0,10,1
3882,Eric May,Iowa,2009,29,9,14,12,48,13
3882,Eric May,Iowa,2010,20,4,12,7,22,8
3882,Eric May,Iowa,2011,20,6,2,1,8,4
3882,Eric May,Iowa,2012,22,6,11,7,9,3
3883,Nick Neari,Iowa,2009,0,0,0,0,0,0
3884,Cully Payne,Iowa,2009,18,5,21,8,69,24
3884,Cully Payne,Iowa,2010,0,0,0,0,3,0
3884,Cully Payne,Loyola (IL),2012,12,3,10,4,44,17
3885,Anthony Wright,Michigan,2009,3,1,0,0,12,3
3885,Anthony Wright,Toledo,2010,11,4,4,2,45,15
3886,Ben Cronin,Michigan,2009,1,1,0,0,0,0
3888,Corey Person,Michigan,2009,0,0,0,0,0,0
3888,Corey Person,Michigan,2010,0,0,0,0,0,0
