GMID,Name,School,Year,Position,PercShotS2P,S2PPer,PercS2PAinT,DunkA,PercDunkinT,PercShotl2P,L2PPer,PercL2PAinT,A3P,PercShot3P,ThreePer,Perc3PAinT
2548,Osiris Eldridge,Illinois State,2009,Guard,32.09%,70.86%,49.80%,96.10%,29.21%,78.15%,37.14%,62.34%,86.66%,39.93%,19.77%,26.25%
2550,Jonathan Gibson,New Mexico State,2009,Guard,20.57%,25.78%,83.04%,74.54%,NR,49.57%,87.92%,90.20%,99.35%,66.09%,81.20%,82.69%
2551,Kyle Gibson,Louisiana Tech,2009,Guard,43.77%,65.03%,61.38%,88.03%,100.00%,56.47%,62.21%,64.45%,92.14%,42.60%,30.12%,56.37%
2557,Junior Salters,Wofford,2009,Guard,14.17%,14.29%,61.90%,36.20%,NR,NR,NR,NR,91.68%,85.29%,77.98%,58.89%
2558,Donald Sloan,Texas A&M,2009,Guard,66.51%,76.00%,59.22%,80.54%,NR,53.46%,18.58%,9.49%,73.62%,24.09%,70.37%,29.97%
2605,Ryan Anderson,Nebraska,2009,Guard,18.26%,83.94%,43.44%,36.20%,NR,85.97%,20.55%,44.13%,67.72%,45.91%,84.75%,20.87%
3521,Brad Redford,Xavier,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,90.71%,93.44%,81.91%,91.19%
3521,Brad Redford,Xavier,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,66.31%,91.01%,4.94%,51.70%
3521,Brad Redford,Xavier,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,79.63%,91.77%,58.36%,61.91%
3522,David Kool,Western Michigan,2009,Guard,20.10%,72.30%,61.90%,0.00%,NR,88.29%,56.99%,78.94%,96.42%,40.89%,59.58%,84.98%
3528,John Roberson,Texas Tech,2009,Guard,35.22%,25.56%,52.40%,0.00%,NR,81.75%,67.24%,86.33%,77.36%,33.18%,77.18%,24.28%
3528,John Roberson,Texas Tech,2010,Guard,8.11%,5.46%,75.54%,0.00%,NR,76.51%,49.09%,67.60%,89.43%,66.37%,62.80%,51.21%
3541,Scott Christopherson,Iowa State,2009,Guard,NR,NR,NR,0.00%,NR,86.58%,70.11%,67.34%,80.84%,67.42%,64.34%,71.07%
3541,Scott Christopherson,Iowa State,2010,Guard,0.00%,25.56%,33.95%,0.00%,NR,85.89%,35.35%,86.99%,98.55%,70.80%,93.32%,87.08%
3541,Scott Christopherson,Iowa State,2011,Guard,4.94%,80.90%,9.58%,0.00%,NR,55.77%,54.89%,24.04%,92.14%,77.18%,93.21%,77.43%
3543,DeMarcus Phillips,Iowa State,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3565,Matt Gatens,Iowa,2009,Guard,38.18%,51.71%,15.25%,54.29%,NR,NR,NR,NR,63.08%,51.03%,93.12%,3.37%
3565,Matt Gatens,Iowa,2010,Guard,31.85%,80.90%,86.06%,74.54%,NR,44.56%,63.00%,53.01%,90.71%,57.05%,34.94%,62.61%
3565,Matt Gatens,Iowa,2011,Guard,34.64%,88.91%,91.08%,74.54%,NR,59.62%,48.91%,56.34%,92.65%,48.67%,39.97%,59.70%
3567,Jason Bohannon,Wisconsin,2009,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,86.66%,86.12%,33.65%,47.56%
3576,Ben Hansbrough,Notre Dame,2009,Guard,27.47%,51.71%,2.95%,0.00%,NR,NR,NR,NR,78.44%,73.45%,80.63%,28.34%
3576,Ben Hansbrough,Notre Dame,2010,Guard,50.44%,74.73%,26.60%,80.54%,NR,36.19%,11.41%,26.67%,80.84%,44.72%,64.34%,17.15%
3577,Mike Dixon,Missouri,2009,Guard,27.68%,86.01%,80.32%,36.20%,NR,82.78%,61.89%,86.17%,74.83%,38.10%,52.56%,83.69%
3577,Mike Dixon,Missouri,2010,Guard,55.38%,49.77%,83.47%,36.20%,NR,70.11%,61.89%,67.34%,66.31%,24.45%,53.64%,35.34%
3577,Mike Dixon,Missouri,2011,Guard,70.44%,76.49%,73.33%,36.20%,NR,46.64%,61.89%,72.85%,66.31%,23.49%,80.96%,25.88%
3577,Mike Dixon,Memphis,2013,Guard,62.63%,35.90%,88.35%,0.00%,NR,30.63%,98.12%,53.13%,84.25%,38.70%,77.18%,62.47%
3591,Jackson Emery,Brigham Young,2009,Guard,26.77%,86.08%,93.84%,74.54%,NR,31.73%,95.03%,85.42%,96.42%,66.62%,94.73%,72.10%
3591,Jackson Emery,Brigham Young,2010,Guard,17.13%,87.94%,94.50%,88.03%,100.00%,22.38%,20.55%,90.18%,99.52%,76.09%,52.16%,83.51%
3617,Barry Stewart,Mississippi State,2009,Guard,8.81%,41.27%,44.07%,0.00%,NR,45.84%,54.89%,41.41%,94.51%,76.04%,61.82%,60.81%
3618,Maurice Miller,Georgia Tech,2009,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,43.70%,NR,NR,NR
3618,Maurice Miller,Georgia Tech,2010,Guard,63.07%,48.84%,80.07%,0.00%,NR,69.19%,56.39%,83.98%,50.98%,20.03%,4.34%,43.52%
3620,Jewuan Long,Murray State,2009,Guard,92.31%,89.45%,42.93%,36.20%,NR,NR,NR,NR,0.00%,NR,NR,NR
3620,Jewuan Long,Murray State,2010,Guard,88.18%,82.57%,26.03%,54.29%,NR,NR,NR,NR,22.79%,NR,NR,NR
3620,Jewuan Long,Murray State,2011,Guard,78.02%,77.52%,30.99%,74.54%,NR,NR,NR,NR,46.15%,NR,NR,NR
3621,Willie Kemp,Memphis,2009,Guard,65.42%,80.90%,29.57%,36.20%,NR,NR,NR,NR,69.20%,48.78%,71.70%,37.24%
3632,M.J. Brown,Tennessee-Martin,2009,Guard,43.10%,32.10%,46.93%,0.00%,NR,94.24%,37.81%,63.28%,38.10%,NR,NR,NR
3633,Marquis Weddle,Tennessee-Martin,2009,Guard,20.95%,7.18%,86.28%,0.00%,NR,68.59%,67.60%,76.30%,90.14%,56.38%,36.97%,76.05%
3641,Kerron Johnson,Belmont,2009,Guard,68.05%,35.52%,58.46%,0.00%,NR,87.91%,61.89%,93.15%,27.47%,NR,NR,NR
3641,Kerron Johnson,Belmont,2010,Guard,81.26%,42.46%,82.60%,0.00%,NR,61.94%,72.05%,85.70%,34.82%,NR,NR,NR
3641,Kerron Johnson,Belmont,2011,Guard,91.59%,74.24%,81.38%,0.00%,NR,17.67%,72.05%,78.48%,46.15%,NR,NR,NR
3641,Kerron Johnson,Belmont,2012,Guard,88.08%,42.46%,79.85%,0.00%,NR,54.12%,67.24%,45.88%,34.82%,NR,NR,NR
3642,Courtney Fortson,Arkansas,2009,Guard,74.14%,27.77%,46.49%,0.00%,NR,29.58%,21.31%,53.30%,70.78%,24.23%,77.98%,68.76%
3650,Marc Campbell,North Carolina,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3653,Jordan Davidson,Duke,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3663,Gary Clark,Wake Forest,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,53.30%,64.37%,94.65%,92.17%
3663,Gary Clark,Wake Forest,2010,Guard,20.83%,90.03%,37.73%,0.00%,NR,74.98%,61.89%,61.32%,80.84%,51.92%,85.35%,79.38%
3665,Ish Smith,Wake Forest,2009,Guard,63.05%,14.33%,85.26%,92.47%,100.00%,94.59%,55.18%,92.58%,31.37%,NR,NR,NR
3667,L.D. Williams,Wake Forest,2009,Guard,70.71%,64.82%,33.95%,92.47%,6.90%,75.15%,72.72%,52.85%,40.83%,NR,NR,NR
3672,C.J. Harris,Wake Forest,2009,Guard,43.27%,14.84%,92.28%,54.29%,NR,34.87%,50.72%,93.66%,86.66%,51.39%,11.80%,92.29%
3672,C.J. Harris,Wake Forest,2010,Guard,79.19%,25.56%,55.31%,36.20%,NR,60.55%,72.72%,56.32%,43.70%,NR,NR,NR
3672,C.J. Harris,Wake Forest,2011,Guard,44.65%,52.53%,52.77%,54.29%,NR,71.04%,64.13%,61.32%,78.44%,33.20%,72.58%,62.13%
3672,C.J. Harris,Wake Forest,2012,Guard,32.03%,68.09%,61.71%,84.78%,44.60%,52.53%,49.90%,41.21%,86.66%,54.28%,84.51%,76.77%
3673,Andre Young,Clemson,2009,Guard,20.24%,77.13%,92.67%,0.00%,NR,NR,NR,NR,93.78%,75.80%,72.33%,77.27%
3673,Andre Young,Clemson,2010,Guard,8.39%,34.04%,81.93%,0.00%,NR,39.99%,54.89%,52.85%,96.67%,77.99%,73.75%,71.54%
3673,Andre Young,Clemson,2011,Guard,16.86%,66.08%,72.91%,0.00%,NR,64.10%,64.13%,75.26%,93.78%,64.81%,65.71%,62.08%
3677,Demontez Stitt,Clemson,2009,Guard,78.76%,29.91%,56.12%,0.00%,NR,44.61%,88.12%,64.45%,57.32%,12.66%,83.58%,24.07%
3677,Demontez Stitt,Clemson,2010,Guard,50.23%,69.44%,45.48%,0.00%,NR,35.50%,18.79%,48.12%,91.68%,45.02%,31.29%,86.16%
3686,Zavier Anderson,Clemson,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3686,Zavier Anderson,Clemson,2010,Guard,94.26%,13.83%,80.07%,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3687,Donte Hill,Clemson,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
3687,Donte Hill,Old Dominion,2011,Guard,44.14%,31.51%,28.66%,0.00%,NR,NR,NR,NR,67.72%,45.91%,20.04%,66.14%
3687,Donte Hill,Old Dominion,2012,Guard,47.72%,82.37%,26.67%,0.00%,NR,NR,NR,NR,74.83%,51.57%,19.14%,71.99%
3689,Noel Johnson,Clemson,2009,Guard,NR,NR,NR,0.00%,NR,76.67%,11.41%,58.55%,70.78%,64.90%,77.98%,69.73%
3689,Noel Johnson,Clemson,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
3689,Noel Johnson,Auburn,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
3689,Noel Johnson,Auburn,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,74.83%,91.09%,52.56%,40.44%
3692,Derwin Kitchen,Florida State,2009,Guard,80.16%,66.47%,77.83%,66.10%,NR,58.14%,72.72%,75.21%,43.70%,NR,NR,NR
3692,Derwin Kitchen,Florida State,2010,Guard,64.45%,83.61%,55.34%,36.20%,NR,82.39%,49.09%,79.37%,48.63%,NR,NR,NR
3696,Pierre Jordan,Florida State,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
3696,Pierre Jordan,Florida State,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
3696,Pierre Jordan,Georgia Tech,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3696,Pierre Jordan,Georgia Tech,2012,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,0.00%,NR,NR,NR
3705,Hank Thorns,Texas Christian,2010,Guard,66.62%,29.03%,76.58%,0.00%,NR,55.67%,35.53%,47.20%,76.09%,23.49%,18.22%,38.61%
3705,Hank Thorns,Texas Christian,2011,Guard,57.26%,10.77%,71.69%,0.00%,NR,24.12%,7.38%,64.45%,89.43%,42.42%,51.11%,44.65%
3709,Paul Debnam,Virginia Tech,2009,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,0.00%,NR,NR,NR
3709,Paul Debnam,Virginia Tech,2010,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,10.38%,NR,NR,NR
3714,Ben Boggs,Virginia Tech,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
3714,Ben Boggs,Virginia Tech,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3714,Ben Boggs,Valparaiso,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,50.98%,71.66%,4.34%,43.52%
3714,Ben Boggs,Valparaiso,2012,Guard,66.19%,67.79%,19.54%,54.29%,NR,NR,NR,NR,53.30%,51.57%,82.96%,36.12%
3715,Erick Green,Virginia Tech,2009,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,40.83%,NR,NR,NR
3715,Erick Green,Virginia Tech,2010,Guard,62.60%,49.10%,88.76%,84.78%,44.60%,79.01%,74.11%,81.86%,67.72%,14.00%,4.62%,43.73%
3715,Erick Green,Virginia Tech,2011,Guard,67.91%,70.66%,83.21%,88.03%,100.00%,80.20%,55.44%,48.23%,59.37%,7.74%,25.91%,12.86%
3715,Erick Green,Virginia Tech,2012,Guard,37.53%,67.88%,87.33%,93.96%,100.00%,93.03%,72.81%,86.00%,87.31%,14.61%,56.10%,58.97%
3718,Adrian Bowie,Maryland,2009,Guard,66.62%,40.58%,59.98%,0.00%,NR,NR,NR,NR,57.32%,27.25%,70.37%,86.67%
3718,Adrian Bowie,Maryland,2010,Guard,81.35%,52.53%,75.72%,54.29%,NR,NR,NR,NR,70.78%,25.63%,37.57%,77.38%
3724,Eric Hayes,Maryland,2009,Guard,13.33%,34.04%,42.69%,0.00%,NR,NR,NR,NR,93.02%,77.29%,85.61%,86.65%
3737,Lance Storrs,Georgia Tech,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,48.63%,NR,NR,NR
3737,Lance Storrs,Georgia Tech,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,40.83%,NR,NR,NR
3747,Calvin Baker,Virginia,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
3749,Jeff Jones,Virginia,2009,Guard,NR,NR,NR,54.29%,NR,NR,NR,NR,72.16%,77.56%,82.21%,65.82%
3749,Jeff Jones,Rider,2011,Guard,14.23%,81.82%,20.59%,0.00%,NR,NR,NR,NR,90.14%,75.10%,36.97%,75.39%
3754,Mustapha Farrakhan,Virginia,2009,Guard,88.61%,56.84%,37.73%,74.54%,NR,NR,NR,NR,31.37%,NR,NR,NR
3754,Mustapha Farrakhan,Virginia,2010,Guard,50.44%,64.82%,24.90%,54.29%,NR,NR,NR,NR,69.20%,41.82%,93.12%,21.50%
3755,Sammy Zeglinski,Virginia,2009,Guard,26.77%,34.04%,53.61%,0.00%,NR,NR,NR,NR,80.84%,69.27%,64.34%,34.39%
3755,Sammy Zeglinski,Virginia,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,66.31%,78.55%,36.79%,22.92%
3755,Sammy Zeglinski,Virginia,2011,Guard,32.55%,45.85%,58.35%,0.00%,NR,NR,NR,NR,73.62%,72.48%,70.37%,12.86%
3760,Thomas Kody,Virginia,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3761,Jontel Evans,Virginia,2009,Guard,88.61%,32.10%,57.42%,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3761,Jontel Evans,Virginia,2010,Guard,95.07%,41.27%,27.57%,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3761,Jontel Evans,Virginia,2011,Guard,94.13%,49.77%,20.97%,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3761,Jontel Evans,Virginia,2012,Guard,87.88%,11.21%,5.69%,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3762,Biko Paris,Boston College,2009,Guard,67.16%,45.85%,26.27%,0.00%,NR,NR,NR,NR,46.15%,NR,NR,NR
3762,Biko Paris,Boston College,2010,Guard,21.95%,57.20%,37.15%,0.00%,NR,NR,NR,NR,93.78%,77.94%,54.48%,66.97%
3765,Dallas Elmore,Boston College,2009,Guard,86.26%,80.90%,14.28%,36.20%,NR,NR,NR,NR,10.38%,NR,NR,NR
3765,Dallas Elmore,Boston College,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,50.98%,83.89%,25.91%,82.68%
3769,Nick Mosakowski,Boston College,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
3769,Nick Mosakowski,Boston College,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
3771,Reggie Jackson,Boston College,2009,Guard,40.10%,54.00%,12.29%,74.54%,NR,73.45%,57.21%,57.95%,77.36%,37.51%,25.91%,56.96%
3771,Reggie Jackson,Boston College,2010,Guard,52.15%,82.59%,28.26%,93.96%,5.14%,57.30%,61.89%,58.11%,85.95%,33.70%,70.84%,41.45%
3775,Enrico Kufuor,NC State,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3775,Enrico Kufuor,NC State,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3776,Farnold Degand,NC State,2009,Guard,74.01%,76.84%,76.72%,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
3777,Javier Gonzalez,NC State,2009,Guard,42.13%,25.56%,25.00%,0.00%,NR,NR,NR,NR,76.09%,53.93%,80.30%,40.22%
3777,Javier Gonzalez,NC State,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,79.63%,79.06%,28.18%,88.41%
3779,Julius Mays,NC State,2009,Guard,39.24%,40.22%,81.32%,0.00%,NR,NR,NR,NR,55.29%,54.14%,55.88%,37.05%
3779,Julius Mays,Wright State,2011,Guard,21.05%,56.26%,20.59%,0.00%,NR,85.74%,61.89%,38.40%,70.78%,44.28%,37.57%,34.31%
3779,Julius Mays,Kentucky,2012,Guard,NR,NR,NR,0.00%,NR,49.32%,72.05%,68.41%,92.65%,85.24%,73.75%,64.21%
3794,Eddie Rios,Texas State,2010,Guard,10.72%,84.14%,71.68%,0.00%,NR,73.60%,21.82%,94.91%,92.14%,65.46%,41.44%,85.83%
3794,Eddie Rios,Texas State,2011,Guard,22.61%,86.21%,58.01%,0.00%,NR,59.40%,68.23%,83.94%,84.25%,58.69%,77.18%,84.86%
3795,James Dews,Miami (FL),2009,Guard,18.18%,74.35%,48.78%,0.00%,NR,64.48%,73.83%,42.56%,92.14%,59.63%,41.44%,79.17%
3799,Malcolm Grant,Miami (FL),2009,Guard,14.91%,34.04%,59.69%,0.00%,NR,57.74%,54.89%,67.82%,87.31%,67.38%,64.04%,60.27%
3799,Malcolm Grant,Miami (FL),2010,Guard,10.14%,9.71%,54.14%,0.00%,NR,39.46%,68.23%,34.59%,96.67%,77.56%,93.12%,72.96%
3799,Malcolm Grant,Miami (FL),2011,Guard,3.15%,25.56%,61.05%,0.00%,NR,72.57%,57.21%,91.35%,93.43%,73.22%,36.79%,62.22%
3802,Ryan Quigtar,Miami (FL),2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3802,Ryan Quigtar,Miami (FL),2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3802,Ryan Quigtar,Miami (FL),2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3805,Antoine Allen,Miami (FL),2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
3805,Antoine Allen,South Alabama,2012,Guard,24.19%,9.10%,85.02%,0.00%,NR,71.01%,11.50%,92.65%,88.81%,51.29%,20.54%,69.15%
3805,Antoine Allen,South Alabama,2013,Guard,20.88%,41.78%,55.82%,54.29%,NR,48.05%,28.62%,85.34%,88.81%,66.39%,20.54%,47.90%
3839,Bubba Chisholm,Illinois,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
3848,Joseph Bertrand,Illinois,2010,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,10.38%,NR,NR,NR
3848,Joseph Bertrand,Illinois,2011,Guard,45.73%,90.34%,43.44%,36.20%,NR,98.21%,73.12%,21.85%,17.42%,NR,NR,NR
3848,Joseph Bertrand,Illinois,2012,Guard,48.35%,86.21%,31.88%,66.10%,NR,77.16%,86.96%,28.95%,53.30%,26.06%,38.85%,52.08%
3848,Joseph Bertrand,Illinois,2013,Guard,51.33%,70.66%,12.77%,88.03%,16.43%,90.59%,63.00%,29.83%,38.10%,NR,NR,NR
3849,Brett Finkelmeier,Indiana,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3851,Daniel Moore,Indiana,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3851,Daniel Moore,Indiana,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3851,Daniel Moore,Indiana,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3852,Devan Dumes,Indiana,2009,Guard,22.69%,2.06%,43.63%,36.20%,NR,74.01%,86.96%,96.57%,77.36%,51.20%,33.48%,65.08%
3857,Malik Story,Nevada,2010,Guard,19.79%,72.00%,33.95%,0.00%,NR,40.04%,72.72%,12.38%,93.02%,69.75%,83.75%,53.06%
3857,Malik Story,Nevada,2011,Guard,7.53%,73.93%,10.30%,74.54%,NR,44.50%,67.24%,26.67%,93.02%,77.93%,71.36%,48.64%
3857,Malik Story,Nevada,2012,Guard,10.70%,72.00%,31.99%,36.20%,NR,26.31%,54.89%,19.19%,98.84%,79.06%,70.37%,78.17%
3858,Matt Roth,Indiana,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3858,Matt Roth,Indiana,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,78.44%,93.43%,80.63%,90.81%
3858,Matt Roth,Indiana,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,78.44%,93.43%,85.26%,88.19%
3860,Nick Williams,Ole Miss,2010,Guard,NR,NR,NR,36.20%,NR,94.59%,37.14%,45.01%,46.15%,NR,NR,NR
3860,Nick Williams,Ole Miss,2011,Guard,NR,NR,NR,66.10%,NR,87.99%,37.60%,15.05%,70.78%,51.63%,37.57%,30.32%
3860,Nick Williams,Ole Miss,2012,Guard,NR,NR,NR,36.20%,NR,93.57%,55.17%,53.15%,78.44%,51.48%,6.92%,77.24%
3868,Maurice Creek,Indiana,2009,Guard,43.69%,90.06%,80.29%,74.54%,NR,NR,NR,NR,66.31%,45.31%,80.96%,71.92%
3868,Maurice Creek,Indiana,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,83.52%,84.04%,34.84%,90.86%
3868,Maurice Creek,Indiana,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,59.37%,78.15%,61.72%,96.44%
3868,Maurice Creek,George Washington,2013,Guard,18.50%,81.51%,41.33%,0.00%,NR,NR,NR,NR,93.43%,77.64%,31.04%,55.92%
3872,Anthony Tucker,Iowa,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,63.08%,93.58%,18.22%,27.80%
3875,Devan Bawinkel,Iowa,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,48.63%,NR,NR,NR
3877,Jake Kelly,Indiana State,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
3877,Jake Kelly,Indiana State,2010,Guard,51.33%,56.84%,60.29%,54.29%,NR,73.40%,48.44%,52.85%,50.98%,26.57%,10.82%,55.92%
3879,Jeff Peterson,Arkansas,2010,Guard,76.48%,16.13%,81.34%,0.00%,NR,NR,NR,NR,53.30%,19.08%,97.31%,48.89%
3879,Jeff Peterson,Florida State,2011,Guard,84.22%,27.68%,46.02%,0.00%,NR,NR,NR,NR,31.37%,NR,NR,NR
3881,John Lickliter,Iowa,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,38.10%,NR,NR,NR
3883,Nick Neari,Iowa,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3884,Cully Payne,Iowa,2009,Guard,23.80%,9.51%,1.25%,36.20%,NR,NR,NR,NR,70.78%,71.84%,37.57%,22.94%
3884,Cully Payne,Iowa,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
3884,Cully Payne,Loyola (IL),2012,Guard,54.61%,6.21%,38.51%,0.00%,NR,NR,NR,NR,57.32%,43.35%,51.11%,18.28%
3888,Corey Person,Michigan,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3888,Corey Person,Michigan,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3888,Corey Person,Michigan,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3888,Corey Person,Michigan,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3893,Laval Lucas-Perry,Michigan,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,77.36%,76.53%,42.18%,63.19%
3893,Laval Lucas-Perry,Oakland,2011,Guard,33.99%,45.85%,27.83%,0.00%,NR,NR,NR,NR,90.14%,75.79%,36.97%,86.88%
3894,Stu Douglass,Michigan,2009,Guard,NR,NR,NR,54.29%,NR,NR,NR,NR,85.95%,85.85%,28.57%,47.88%
3894,Stu Douglass,Michigan,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,82.68%,76.55%,81.91%,48.67%
3894,Stu Douglass,Michigan,2011,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,79.63%,75.65%,19.28%,44.44%
3896,Zack Novak,Michigan,2009,Guard,12.70%,64.82%,52.40%,0.00%,NR,NR,NR,NR,80.84%,72.88%,54.85%,39.91%
3896,Zack Novak,Michigan,2010,Guard,NR,NR,NR,36.20%,NR,NR,NR,NR,88.81%,83.91%,65.22%,59.83%
3896,Zack Novak,Michigan,2011,Guard,NR,NR,NR,54.29%,NR,NR,NR,NR,57.32%,58.42%,70.37%,8.50%
3899,Josh Bartelstein,Michigan,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,17.42%,NR,NR,NR
3899,Josh Bartelstein,Michigan,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3899,Josh Bartelstein,Michigan,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3899,Josh Bartelstein,Michigan,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3901,Eso Akunne,Michigan,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3901,Eso Akunne,Michigan,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,0.00%,NR,NR,NR
3901,Eso Akunne,Michigan,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,10.38%,NR,NR,NR
3901,Eso Akunne,Michigan,2012,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,22.79%,NR,NR,NR
3902,Darius Morris,Michigan,2009,Guard,43.27%,87.94%,74.52%,66.10%,NR,92.41%,89.97%,86.79%,40.83%,NR,NR,NR
3902,Darius Morris,Michigan,2010,Guard,38.96%,67.88%,33.95%,74.54%,NR,98.12%,73.41%,79.87%,53.30%,3.75%,19.14%,45.39%
3903,Austin Thornton,Michigan State,2009,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,27.47%,NR,NR,NR
3903,Austin Thornton,Michigan State,2010,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,46.15%,NR,NR,NR
3903,Austin Thornton,Michigan State,2011,Guard,NR,NR,NR,0.00%,NR,NR,NR,NR,48.63%,NR,NR,NR
3904,Chris Allen,Michigan State,2009,Guard,10.14%,14.29%,48.56%,74.54%,NR,60.16%,91.98%,72.56%,90.14%,71.71%,59.55%,85.77%
