GMID,Name,School,Year,A1PerRimAtt,A1Per2PT,PercFTsShootF
3551,Jon Hood,Kentucky,2013,NA,0.000,100.00%
3552,Walt Allen,Presbyterian,2009,0.000,0.000,1100.00%
3552,Walt Allen,Presbyterian,2010,0.000,0.000,NA
3553,Steffphon Pettigrew,Western Kentucky,2009,0.200,0.067,1162.50%
3553,Steffphon Pettigrew,Western Kentucky,2010,0.000,0.000,1266.67%
3565,Matt Gatens,Iowa,2009,0.273,0.049,293.33%
3565,Matt Gatens,Iowa,2010,0.063,0.023,78.57%
3565,Matt Gatens,Iowa,2011,0.176,0.055,330.30%
3566,Brennan Cougill,Iowa,2009,0.000,0.000,450.00%
3566,Brennan Cougill,Green Bay,2011,0.000,0.000,1100.00%
3566,Brennan Cougill,Green Bay,2012,0.000,0.000,250.00%
3567,Jason Bohannon,Wisconsin,2009,0.031,0.012,98.11%
3576,Ben Hansbrough,Notre Dame,2009,0.091,0.064,80.16%
3576,Ben Hansbrough,Notre Dame,2010,0.083,0.044,76.51%
3577,Mike Dixon,Missouri,2009,0.143,0.053,85.11%
3577,Mike Dixon,Missouri,2010,0.066,0.029,88.39%
3577,Mike Dixon,Missouri,2011,0.107,0.063,94.68%
3577,Mike Dixon,Memphis,2013,0.115,0.057,101.47%
3578,Scott Suggs,Washington,2009,0.222,0.065,90.32%
3578,Scott Suggs,Washington,2010,0.000,0.000,83.33%
3578,Scott Suggs,Washington,2012,0.174,0.027,93.33%
3579,Conner Teahan,Kansas,2009,0.000,0.000,66.67%
3579,Conner Teahan,Kansas,2011,0.063,0.031,82.61%
3587,Tyler Haws,Brigham Young,2009,0.200,0.038,110.00%
3587,Tyler Haws,Brigham Young,2012,0.182,0.035,90.12%
3587,Tyler Haws,Brigham Young,2013,0.189,0.040,99.07%
3587,Tyler Haws,Brigham Young,2014,0.123,0.024,115.29%
3589,Morgan Grim,Utah State,2010,0.080,0.047,100.00%
3589,Morgan Grim,Utah State,2011,0.000,0.000,1466.67%
3590,Dan Deane,Oregon State,2009,0.000,0.000,1150.00%
3590,Dan Deane,Oregon State,2010,0.250,0.250,233.33%
3591,Jackson Emery,Brigham Young,2009,0.094,0.042,92.31%
3591,Jackson Emery,Brigham Young,2010,0.083,0.037,116.42%
3592,Tai Wesley,Utah State,2009,0.144,0.097,131.51%
3592,Tai Wesley,Utah State,2010,0.124,0.093,104.17%
3606,Brian Qvale,Montana,2009,0.026,0.016,140.35%
3606,Brian Qvale,Montana,2010,0.059,0.043,1122.22%
3607,Austin Dufault,Colorado,2009,0.100,0.060,92.45%
3607,Austin Dufault,Colorado,2010,0.040,0.025,92.45%
3607,Austin Dufault,Colorado,2011,0.062,0.041,109.41%
3609,Brandon Brown,Lipscomb,2009,0.077,0.048,660.00%
3609,Brandon Brown,Lipscomb,2010,0.222,0.100,588.89%
3617,Barry Stewart,Mississippi State,2009,0.143,0.045,102.67%
3618,Maurice Miller,Georgia Tech,2009,0.095,0.043,82.61%
3618,Maurice Miller,Georgia Tech,2010,0.139,0.074,98.08%
3619,Drew Kelly,Morehead State,2010,0.148,0.089,150.00%
3619,Drew Kelly,Morehead State,2011,0.077,0.050,2020.00%
3619,Drew Kelly,Morehead State,2012,0.100,0.059,535.71%
3619,Drew Kelly,Morehead State,2013,0.200,0.056,737.50%
3620,Jewuan Long,Murray State,2009,0.103,0.086,140.00%
3620,Jewuan Long,Murray State,2010,0.000,0.000,276.92%
3620,Jewuan Long,Murray State,2011,0.034,0.022,181.82%
3621,Willie Kemp,Memphis,2009,0.086,0.059,98.04%
3631,Reginald Becton,Ole Miss,2009,0.075,0.064,95.35%
3631,Reginald Becton,Ole Miss,2010,0.097,0.075,98.28%
3631,Reginald Becton,Ole Miss,2011,0.069,0.045,99.01%
3631,Reginald Becton,Ole Miss,2012,0.145,0.097,84.11%
3632,M.J. Brown,Tennessee-Martin,2009,0.000,0.000,380.00%
3633,Marquis Weddle,Tennessee-Martin,2009,0.000,0.000,1300.00%
3641,Kerron Johnson,Belmont,2009,0.125,0.071,761.54%
3641,Kerron Johnson,Belmont,2010,0.200,0.106,137.80%
3641,Kerron Johnson,Belmont,2011,0.129,0.103,111.11%
3641,Kerron Johnson,Belmont,2012,0.114,0.061,103.97%
3642,Courtney Fortson,Arkansas,2009,0.021,0.014,186.27%
3649,Will Graves,North Carolina,2009,0.083,0.021,91.23%
3650,Marc Campbell,North Carolina,2009,NA,0.000,100.00%
3651,Justin Watts,North Carolina,2009,0.333,0.100,100.00%
3651,Justin Watts,North Carolina,2010,0.091,0.034,100.00%
3651,Justin Watts,North Carolina,2011,0.083,0.034,76.47%
3653,Jordan Davidson,Duke,2009,NA,0.000,100.00%
3654,Miles Plumlee,Duke,2009,0.068,0.038,89.09%
3654,Miles Plumlee,Duke,2010,0.058,0.033,86.96%
3654,Miles Plumlee,Duke,2011,0.103,0.064,100.00%
3655,Olek Czyz,Duke,2009,0.000,0.000,NA
3655,Olek Czyz,Nevada,2010,0.333,0.200,709.09%
3655,Olek Czyz,Nevada,2011,0.100,0.058,371.88%
3656,Steve Johnson,Duke,2009,0.000,0.000,100.00%
3660,Brooks Godwin,Wake Forest,2009,NA,0.000,NA
3660,Brooks Godwin,Wake Forest,2010,0.000,0.000,NA
3660,Brooks Godwin,Wake Forest,2011,0.000,0.000,200.00%
3661,Chas McFarland,Wake Forest,2009,0.083,0.049,77.67%
3662,David Weaver,Wake Forest,2009,0.000,0.000,90.00%
3663,Gary Clark,Wake Forest,2009,0.222,0.069,100.00%
3663,Gary Clark,Wake Forest,2010,0.125,0.040,240.91%
3665,Ish Smith,Wake Forest,2009,0.047,0.018,90.48%
3667,L.D. Williams,Wake Forest,2009,0.015,0.008,111.59%
3669,Ty Walker,Wake Forest,2009,0.000,0.000,100.00%
3669,Ty Walker,Wake Forest,2010,0.083,0.030,300.00%
3669,Ty Walker,Wake Forest,2011,0.000,0.000,150.00%
3670,Andre Dawkins,Duke,2009,0.154,0.056,88.24%
3670,Andre Dawkins,Duke,2010,0.462,0.120,90.00%
3670,Andre Dawkins,Duke,2011,0.077,0.021,85.71%
3670,Andre Dawkins,Duke,2013,0.455,0.152,94.59%
3671,Ari Stewart,Wake Forest,2009,0.000,0.000,73.91%
3671,Ari Stewart,Wake Forest,2010,0.300,0.083,258.33%
3671,Ari Stewart,USC,2012,0.000,0.000,200.00%
3672,C.J. Harris,Wake Forest,2009,0.070,0.040,94.85%
3672,C.J. Harris,Wake Forest,2010,0.026,0.013,245.28%
3672,C.J. Harris,Wake Forest,2011,0.053,0.028,416.67%
3672,C.J. Harris,Wake Forest,2012,0.125,0.045,291.18%
3673,Andre Young,Clemson,2009,0.045,0.019,90.00%
3673,Andre Young,Clemson,2010,0.074,0.020,90.91%
3673,Andre Young,Clemson,2011,0.111,0.039,98.63%
3674,Bryan Narcisse,Clemson,2009,0.333,0.154,50.00%
3674,Bryan Narcisse,Clemson,2010,0.037,0.022,70.00%
3674,Bryan Narcisse,Clemson,2011,0.000,0.000,95.65%
3675,Catalin Baciu,Clemson,2009,0.000,0.000,NA
3675,Catalin Baciu,Clemson,2010,0.000,0.000,100.00%
3675,Catalin Baciu,Clemson,2011,0.152,0.097,96.15%
3676,David Potter,Clemson,2009,0.118,0.061,84.85%
3677,Demontez Stitt,Clemson,2009,0.084,0.053,81.40%
3677,Demontez Stitt,Clemson,2010,0.129,0.074,95.95%
3678,Jerai Grant,Clemson,2009,0.123,0.105,89.87%
3678,Jerai Grant,Clemson,2010,0.165,0.088,85.03%
3680,Jonah Baize,Clemson,2009,NA,NA,NA
3680,Jonah Baize,Clemson,2010,0.000,0.000,NA
3682,Karolis Petrukonis,Clemson,2009,NA,NA,NA
3683,Tanner Smith,Clemson,2009,0.015,0.010,93.10%
3683,Tanner Smith,Clemson,2010,0.050,0.032,74.68%
3683,Tanner Smith,Clemson,2011,0.083,0.051,104.48%
3685,Trevor Booker,Clemson,2009,0.095,0.055,88.68%
3686,Zavier Anderson,Clemson,2009,0.000,0.000,NA
3686,Zavier Anderson,Clemson,2010,0.048,0.043,89.47%
3687,Donte Hill,Clemson,2009,0.300,0.200,100.00%
3687,Donte Hill,Old Dominion,2011,0.000,0.000,425.00%
3687,Donte Hill,Old Dominion,2012,NA,NA,NA
3688,Devin Booker,Clemson,2009,0.083,0.046,85.71%
3688,Devin Booker,Clemson,2010,0.061,0.028,84.42%
3688,Devin Booker,Clemson,2011,0.077,0.042,104.44%
3688,Devin Booker,Clemson,2012,0.000,0.000,416.67%
3689,Noel Johnson,Clemson,2009,0.000,0.000,54.55%
3689,Noel Johnson,Clemson,2010,0.000,0.000,75.00%
3689,Noel Johnson,Auburn,2011,NA,0.000,NA
3689,Noel Johnson,Auburn,2012,0.000,0.000,NA
3691,Deividas Dulkys,Florida State,2009,0.036,0.022,91.30%
3691,Deividas Dulkys,Florida State,2010,0.304,0.119,153.85%
3691,Deividas Dulkys,Florida State,2011,0.063,0.033,76.92%
3692,Derwin Kitchen,Florida State,2009,0.042,0.024,84.62%
3692,Derwin Kitchen,Florida State,2010,0.075,0.037,110.39%
3694,Jordan DeMercy,Florida State,2009,0.061,0.045,100.00%
3695,Luke Loucks,Florida State,2009,0.107,0.070,78.38%
3695,Luke Loucks,Florida State,2010,0.063,0.042,103.57%
3695,Luke Loucks,Florida State,2011,0.018,0.009,86.36%
3696,Pierre Jordan,Florida State,2009,0.000,0.000,NA
3696,Pierre Jordan,Florida State,2010,0.000,0.000,100.00%
3696,Pierre Jordan,Georgia Tech,2011,0.000,0.000,100.00%
3696,Pierre Jordan,Georgia Tech,2012,NA,NA,NA
3697,Ryan Reid,Florida State,2009,0.030,0.012,86.96%
3698,Xavier Gibson,Florida State,2009,0.029,0.019,78.26%
3698,Xavier Gibson,Florida State,2010,0.125,0.056,112.00%
3698,Xavier Gibson,Florida State,2011,0.061,0.038,80.00%
3699,Terrance Shannon,Florida State,2009,0.000,0.000,100.00%
3699,Terrance Shannon,Florida State,2010,0.061,0.031,103.92%
3699,Terrance Shannon,Florida State,2011,0.091,0.057,48.48%
3699,Terrance Shannon,Florida State,2012,0.067,0.037,321.43%
3699,Terrance Shannon,VCU,2013,0.057,0.043,59.26%
3702,Dorenzo Hudson,Virginia Tech,2009,0.105,0.048,96.49%
3702,Dorenzo Hudson,Virginia Tech,2010,0.000,0.000,216.67%
3702,Dorenzo Hudson,Virginia Tech,2011,0.039,0.019,88.04%
3704,Gene Swindle,Virginia Tech,2009,0.000,0.000,NA
3704,Gene Swindle,James Madison,2011,0.091,0.063,227.27%
3704,Gene Swindle,James Madison,2012,0.000,0.000,NA
3705,Hank Thorns,Texas Christian,2010,0.095,0.036,441.67%
3705,Hank Thorns,Texas Christian,2011,0.080,0.043,337.04%
3706,J.T. Thompson,Virginia Tech,2009,0.039,0.022,95.00%
3706,J.T. Thompson,Charlotte,2012,0.200,0.091,700.00%
3707,Jeff Allen,Virginia Tech,2009,0.075,0.048,96.63%
3707,Jeff Allen,Virginia Tech,2010,0.070,0.040,99.07%
3708,Lewis Witcher,Virginia Tech,2009,0.000,0.000,133.33%
3709,Paul Debnam,Virginia Tech,2009,0.000,0.000,100.00%
3709,Paul Debnam,Virginia Tech,2010,0.000,0.000,100.00%
3711,Terrell Bell,Virginia Tech,2009,0.047,0.026,105.56%
3711,Terrell Bell,Virginia Tech,2010,0.020,0.011,119.51%
3712,Victor Davila,Virginia Tech,2009,0.040,0.027,88.10%
3712,Victor Davila,Virginia Tech,2010,0.023,0.015,93.33%
3712,Victor Davila,Virginia Tech,2011,0.074,0.055,106.12%
3713,Manny Atkins,Virginia Tech,2009,0.077,0.050,91.67%
3713,Manny Atkins,Virginia Tech,2010,0.143,0.120,81.48%
3713,Manny Atkins,Georgia State,2012,0.500,0.100,4000.00%
3713,Manny Atkins,Georgia State,2013,0.082,0.051,159.38%
3714,Ben Boggs,Virginia Tech,2009,0.077,0.059,93.75%
3714,Ben Boggs,Virginia Tech,2010,NA,NA,NA
3714,Ben Boggs,Valparaiso,2011,0.000,0.000,NA
3714,Ben Boggs,Valparaiso,2012,0.027,0.020,147.06%
3715,Erick Green,Virginia Tech,2009,0.200,0.056,100.00%
3715,Erick Green,Virginia Tech,2010,0.153,0.066,106.67%
3715,Erick Green,Virginia Tech,2011,0.126,0.047,85.71%
3715,Erick Green,Virginia Tech,2012,0.286,0.038,400.00%
3716,Cadarian Raines,Virginia Tech,2009,0.050,0.037,100.00%
3716,Cadarian Raines,Virginia Tech,2010,0.000,0.000,NA
3716,Cadarian Raines,Virginia Tech,2011,0.057,0.043,98.11%
3716,Cadarian Raines,Virginia Tech,2012,0.000,0.000,309.09%
3716,Cadarian Raines,Virginia Tech,2013,0.133,0.083,215.38%
3717,Allan Chaney,High Point,2012,0.000,0.000,4650.00%
3717,Allan Chaney,High Point,2013,NA,NA,NA
3718,Adrian Bowie,Maryland,2009,0.125,0.082,75.86%
3718,Adrian Bowie,Maryland,2010,0.063,0.052,88.89%
3719,Braxton Dupree,Towson,2010,0.000,0.000,1880.00%
3720,Cliff Tucker,Maryland,2009,0.093,0.048,85.71%
3720,Cliff Tucker,Maryland,2010,0.069,0.029,82.61%
3722,David Pearman,Maryland,2009,1.000,0.250,100.00%
3723,Dino Gregory,Maryland,2009,0.033,0.013,78.38%
3723,Dino Gregory,Maryland,2010,0.164,0.048,80.00%
3724,Eric Hayes,Maryland,2009,0.026,0.010,87.23%
3726,Jin-Soo Choi,Maryland,2009,0.000,0.000,NA
3727,Landon Milbourne,Maryland,2009,0.076,0.031,81.40%
3728,Sean Mosley,Maryland,2009,0.083,0.039,101.15%
3728,Sean Mosley,Maryland,2010,0.153,0.054,76.71%
3728,Sean Mosley,Maryland,2011,0.125,0.041,251.35%
3729,Steve Goins,Maryland,2009,NA,NA,NA
3730,James Padgett,Maryland,2009,0.070,0.052,67.65%
3730,James Padgett,Maryland,2010,0.125,0.082,102.33%
3730,James Padgett,Maryland,2011,0.048,0.032,337.50%
3730,James Padgett,Maryland,2012,0.143,0.101,101.54%
3731,Jordan Williams,Maryland,2009,0.088,0.063,106.32%
3731,Jordan Williams,Maryland,2010,0.088,0.059,83.98%
3733,Brad Sheehan,Georgia Tech,2009,0.143,0.048,87.50%
3734,D'Andre Bell,Georgia Tech,2009,0.000,0.000,98.25%
3735,Derek Craig,Georgia Tech,2010,NA,NA,NA
3735,Derek Craig,Georgia Tech,2011,NA,NA,NA
3737,Lance Storrs,Georgia Tech,2009,0.500,0.111,100.00%
3737,Lance Storrs,Georgia Tech,2010,0.000,0.000,100.00%
3738,Nick Foreman,Georgia Tech,2009,0.000,0.000,50.00%
3738,Nick Foreman,Georgia Tech,2010,0.000,0.000,33.33%
3738,Nick Foreman,Georgia Tech,2011,NA,0.000,200.00%
3739,Sam Shew,Georgia Tech,2009,0.000,0.000,120.00%
3741,Zachery Peacock,Georgia Tech,2009,0.102,0.035,67.69%
3742,Kammeon Holsey,Georgia Tech,2010,0.021,0.013,100.00%
3742,Kammeon Holsey,Georgia Tech,2011,0.045,0.024,331.82%
3742,Kammeon Holsey,Georgia Tech,2012,0.048,0.020,453.85%
3742,Kammeon Holsey,Georgia Tech,2013,0.111,0.054,318.75%
3743,Brian Oliver,Georgia Tech,2009,0.000,0.000,92.00%
3743,Brian Oliver,Georgia Tech,2010,0.050,0.011,68.00%
3743,Brian Oliver,Seton Hall,2012,0.000,0.000,200.00%
3743,Brian Oliver,Seton Hall,2013,0.050,0.018,65.79%
3744,Daniel Miller,Georgia Tech,2010,0.071,0.048,102.50%
3744,Daniel Miller,Georgia Tech,2011,0.167,0.060,281.82%
3744,Daniel Miller,Georgia Tech,2012,0.067,0.035,560.00%
3744,Daniel Miller,Georgia Tech,2013,0.021,0.011,270.37%
3745,Glen Rice,Georgia Tech,2009,0.106,0.053,77.50%
3745,Glen Rice,Georgia Tech,2010,0.128,0.061,86.14%
3745,Glen Rice,Georgia Tech,2011,0.250,0.067,340.00%
3746,Assane Sene,Virginia,2009,0.000,0.000,100.00%
3746,Assane Sene,Virginia,2010,0.034,0.026,203.45%
3746,Assane Sene,Virginia,2011,0.029,0.020,85.19%
3747,Calvin Baker,Virginia,2009,0.000,0.000,61.54%
3749,Jeff Jones,Virginia,2009,0.154,0.061,97.96%
3749,Jeff Jones,Rider,2011,0.250,0.100,400.00%
3750,Jerome Meyinsse,Virginia,2009,0.159,0.100,88.89%
3751,John Brandenburg,Colgate,2010,0.000,0.000,440.00%
3751,John Brandenburg,Colgate,2011,0.167,0.091,420.00%
3751,John Brandenburg,Colgate,2012,0.100,0.037,585.71%
3753,Mike Scott,Virginia,2009,0.038,0.016,112.00%
3753,Mike Scott,Virginia,2010,0.100,0.050,400.00%
3753,Mike Scott,Virginia,2011,0.126,0.035,112.03%
3754,Mustapha Farrakhan,Virginia,2009,0.122,0.067,100.00%
3754,Mustapha Farrakhan,Virginia,2010,0.037,0.019,241.30%
3755,Sammy Zeglinski,Virginia,2009,0.056,0.026,114.81%
3755,Sammy Zeglinski,Virginia,2010,0.000,0.000,175.00%
3755,Sammy Zeglinski,Virginia,2011,0.000,0.000,103.57%
3756,Solomon Tat,Virginia,2009,0.111,0.100,91.67%
3758,Will Sherrill,Virginia,2009,0.000,0.000,100.00%
3758,Will Sherrill,Virginia,2010,0.000,0.000,NA
3759,Tristan Spurlock,Virginia,2009,0.333,0.188,100.00%
3759,Tristan Spurlock,UCF,2011,0.091,0.042,268.42%
3759,Tristan Spurlock,UCF,2012,0.000,0.000,578.57%
3759,Tristan Spurlock,UCF,2013,0.190,0.154,327.78%
3760,Thomas Kody,Virginia,2009,0.000,0.000,NA
3761,Jontel Evans,Virginia,2009,0.000,0.000,100.00%
3761,Jontel Evans,Virginia,2010,0.034,0.018,330.77%
3761,Jontel Evans,Virginia,2011,0.062,0.036,88.89%
3761,Jontel Evans,Virginia,2012,0.020,0.013,121.74%
3762,Biko Paris,Boston College,2009,0.018,0.012,88.68%
3762,Biko Paris,Boston College,2010,0.042,0.027,102.44%
3763,Corey Raji,Boston College,2009,0.079,0.042,83.33%
3763,Corey Raji,Boston College,2010,0.076,0.053,111.11%
3764,Cortney Dunn,Boston College,2009,0.048,0.037,81.82%
3764,Cortney Dunn,Boston College,2010,0.182,0.125,100.00%
3765,Dallas Elmore,Boston College,2009,0.000,0.000,83.33%
3765,Dallas Elmore,Boston College,2010,0.143,0.071,84.21%
3766,Evan Ravenel,Boston College,2009,0.114,0.069,92.31%
3766,Evan Ravenel,Ohio State,2011,0.108,0.057,98.04%
3766,Evan Ravenel,Ohio State,2012,0.047,0.029,91.11%
3767,Joe Trapani,Boston College,2009,0.065,0.035,93.24%
3767,Joe Trapani,Boston College,2010,0.087,0.056,101.48%
3768,Josh Southern,Boston College,2009,0.073,0.038,81.63%
3768,Josh Southern,Boston College,2010,0.090,0.049,86.96%
3769,Nick Mosakowski,Boston College,2009,0.000,0.000,NA
3769,Nick Mosakowski,Boston College,2010,0.000,0.000,NA
3770,Rakim Sanders,Boston College,2009,0.058,0.027,88.37%
3770,Rakim Sanders,Fairfield,2011,0.156,0.089,540.00%
3771,Reggie Jackson,Boston College,2009,0.060,0.032,85.00%
3771,Reggie Jackson,Boston College,2010,0.131,0.074,92.25%
3772,Tyler Roche,Boston College,2009,0.150,0.049,65.63%
3773,C.J. Williams,NC State,2009,0.167,0.047,133.33%
3773,C.J. Williams,NC State,2010,0.020,0.010,85.00%
3773,C.J. Williams,NC State,2011,0.087,0.045,78.72%
3774,Dennis Horner,NC State,2009,0.111,0.051,166.67%
3775,Enrico Kufuor,NC State,2009,#N/A,#N/A,#VALUE!
3775,Enrico Kufuor,NC State,2010,NA,0.000,NA
3776,Farnold Degand,NC State,2009,0.100,0.063,180.00%
3777,Javier Gonzalez,NC State,2009,0.172,0.064,191.89%
3777,Javier Gonzalez,NC State,2010,0.130,0.044,100.00%
3778,Johnny Thomas,NC State,2009,0.000,0.000,NA
3778,Johnny Thomas,Marshall,2010,0.129,0.066,111.76%
3779,Julius Mays,NC State,2009,0.000,0.000,400.00%
3779,Julius Mays,Wright State,2011,0.000,0.000,1783.33%
3779,Julius Mays,Kentucky,2012,0.158,0.044,88.71%
3781,Kendall Smith,NC State,2009,NA,NA,NA
3781,Kendall Smith,NC State,2010,0.000,0.000,100.00%
3781,Kendall Smith,NC State,2011,0.000,0.000,100.00%
3784,Tracy Smith,NC State,2009,0.114,0.051,235.71%
3784,Tracy Smith,NC State,2010,0.095,0.049,110.84%
3786,Josh Davis,NC State,2009,0.182,0.111,155.56%
3786,Josh Davis,Tulane,2011,0.000,0.000,820.00%
3786,Josh Davis,Tulane,2012,0.000,0.000,80.00%
3786,Josh Davis,Tulane,2012,0.000,0.000,80.00%
3786,Josh Davis,San Diego State,2013,0.097,0.053,125.76%
3787,Scott Wood,NC State,2009,0.000,0.000,121.05%
3787,Scott Wood,NC State,2010,0.167,0.044,94.59%
3787,Scott Wood,NC State,2011,0.158,0.047,101.27%
3787,Scott Wood,NC State,2012,0.385,0.114,108.22%
3788,Jordan Vandenberg,NC State,2009,0.000,0.000,NA
3788,Jordan Vandenberg,NC State,2010,0.000,0.000,88.89%
3788,Jordan Vandenberg,NC State,2011,0.143,0.125,100.00%
3788,Jordan Vandenberg,NC State,2012,0.000,0.000,NA
3788,Jordan Vandenberg,NC State,2013,0.054,0.035,84.21%
3789,DeShawn Painter,NC State,2009,0.000,0.000,500.00%
3789,DeShawn Painter,NC State,2010,0.068,0.036,82.46%
3789,DeShawn Painter,NC State,2011,0.068,0.022,79.49%
3789,DeShawn Painter,Old Dominion,2012,NA,NA,NA
3790,Richard Howell,NC State,2009,0.088,0.047,146.43%
3790,Richard Howell,NC State,2010,0.102,0.062,95.31%
3790,Richard Howell,NC State,2011,0.068,0.042,78.05%
3790,Richard Howell,NC State,2012,0.064,0.040,108.51%
3791,Adrian Thomas,Miami (FL),2009,0.000,0.000,65.00%
3791,Adrian Thomas,Miami (FL),2010,0.000,0.000,91.67%
3793,Cyrus McGowan,Miami (FL),2009,0.167,0.089,115.38%
3794,Eddie Rios,Texas State,2010,NA,NA,1550.00%
3794,Eddie Rios,Texas State,2011,NA,0.000,NA
3795,James Dews,Miami (FL),2009,0.061,0.018,84.09%
3797,Julian Gamble,Miami (FL),2009,0.053,0.024,87.50%
3797,Julian Gamble,Miami (FL),2010,0.149,0.101,79.49%
3797,Julian Gamble,Miami (FL),2012,0.136,0.080,100.00%
3799,Malcolm Grant,Miami (FL),2009,0.091,0.032,100.00%
3799,Malcolm Grant,Miami (FL),2010,0.270,0.083,100.00%
3799,Malcolm Grant,Miami (FL),2011,0.043,0.012,91.80%
3801,Reggie Johnson,Miami (FL),2009,0.077,0.057,64.08%
3801,Reggie Johnson,Miami (FL),2010,0.114,0.078,114.02%
3801,Reggie Johnson,Miami (FL),2011,0.077,0.040,115.69%
3801,Reggie Johnson,Miami (FL),2012,0.156,0.076,114.55%
3802,Ryan Quigtar,Miami (FL),2009,0.000,0.000,100.00%
3802,Ryan Quigtar,Miami (FL),2010,NA,NA,NA
3802,Ryan Quigtar,Miami (FL),2011,0.000,0.000,100.00%
3803,Garrius Adams,Miami (FL),2009,0.091,0.038,81.48%
3803,Garrius Adams,Miami (FL),2010,0.032,0.012,90.57%
3803,Garrius Adams,Miami (FL),2011,0.000,0.000,80.00%
3803,Garrius Adams,Miami (FL),2013,0.158,0.060,101.63%
3804,Donnavan Kirk,Miami (FL),2009,0.000,0.000,100.00%
3804,Donnavan Kirk,Miami (FL),2010,0.000,0.000,133.33%
3804,Donnavan Kirk,DePaul,2011,0.500,0.071,1300.00%
3804,Donnavan Kirk,DePaul,2012,0.222,0.069,466.67%
3804,Donnavan Kirk,Miami (FL),2013,0.108,0.032,107.32%
3805,Antoine Allen,Miami (FL),2009,1.000,0.200,94.12%
3805,Antoine Allen,South Alabama,2012,0.000,0.000,NA
3805,Antoine Allen,South Alabama,2013,0.067,0.033,366.67%
3838,Bill Cole,Illinois,2009,0.074,0.049,105.88%
3838,Bill Cole,Illinois,2010,0.182,0.118,100.00%
3839,Bubba Chisholm,Illinois,2009,0.000,0.000,NA
3843,Dominique Keller,Illinois,2009,0.125,0.043,80.00%
3844,Richard Semrau,Illinois,2009,0.125,0.083,100.00%
3845,Stan Simpson,Illinois,2009,0.000,0.000,NA
3845,Stan Simpson,Memphis,2011,0.095,0.050,100.00%
3845,Stan Simpson,Memphis,2012,0.154,0.091,100.00%
3847,Tyler Griffey,Illinois,2009,0.143,0.038,87.50%
3847,Tyler Griffey,Illinois,2010,0.000,0.000,107.69%
3847,Tyler Griffey,Illinois,2011,0.077,0.031,72.73%
3847,Tyler Griffey,Illinois,2012,0.107,0.037,113.79%
3848,Joseph Bertrand,Illinois,2010,0.500,0.167,100.00%
3848,Joseph Bertrand,Illinois,2011,0.143,0.028,100.00%
3848,Joseph Bertrand,Illinois,2012,0.157,0.058,102.44%
3848,Joseph Bertrand,Illinois,2013,0.156,0.061,80.28%
3849,Brett Finkelmeier,Indiana,2009,NA,NA,NA
3851,Daniel Moore,Indiana,2009,0.000,0.000,500.00%
3851,Daniel Moore,Indiana,2010,0.091,0.083,78.57%
3851,Daniel Moore,Indiana,2011,0.000,0.000,0.00%
3852,Devan Dumes,Indiana,2009,0.250,0.130,445.45%
3855,Kory Barnett,Indiana,2009,NA,NA,100.00%
3855,Kory Barnett,Indiana,2010,0.000,0.000,50.00%
3855,Kory Barnett,Indiana,2011,0.000,0.000,100.00%
3857,Malik Story,Nevada,2010,0.000,0.000,NA
3857,Malik Story,Nevada,2011,0.077,0.038,492.31%
3857,Malik Story,Nevada,2012,0.000,0.000,392.00%
3858,Matt Roth,Indiana,2009,#N/A,#N/A,#VALUE!
3858,Matt Roth,Indiana,2010,0.000,0.000,22.22%
3858,Matt Roth,Indiana,2011,NA,0.000,87.50%
3860,Nick Williams,Ole Miss,2010,0.135,0.048,96.55%
3860,Nick Williams,Ole Miss,2011,0.154,0.025,104.08%
3860,Nick Williams,Ole Miss,2012,0.211,0.029,76.92%
3861,Steven Gambles,Indiana,2009,#N/A,#N/A,#VALUE!
3862,Tijan Jobe,Indiana,2009,0.000,0.000,NA
3863,Tom Pritchard,Indiana,2009,0.063,0.040,252.94%
3863,Tom Pritchard,Indiana,2010,0.045,0.033,78.26%
3863,Tom Pritchard,Indiana,2011,0.000,0.000,114.29%
3864,Verdell Jones,Indiana,2009,0.167,0.037,191.04%
3864,Verdell Jones,Indiana,2010,0.141,0.057,71.55%
3864,Verdell Jones,Indiana,2011,0.145,0.063,74.70%
3865,Derek Elston,Indiana,2009,0.067,0.023,437.50%
3865,Derek Elston,Indiana,2010,0.064,0.028,71.88%
3865,Derek Elston,Indiana,2011,0.185,0.072,79.41%
3865,Derek Elston,Indiana,2012,0.000,0.000,80.00%
3866,Bobby Capobianco,Indiana,2009,0.100,0.059,214.29%
3866,Bobby Capobianco,Indiana,2010,0.273,0.188,64.71%
3866,Bobby Capobianco,Valparaiso,2012,0.036,0.031,120.00%
3866,Bobby Capobianco,Valparaiso,2013,0.500,0.167,4500.00%
3867,Muniru Bawa,Indiana,2009,0.000,0.000,400.00%
3867,Muniru Bawa,Tennessee State,2011,0.000,0.000,100.00%
3868,Maurice Creek,Indiana,2009,0.200,0.071,500.00%
3868,Maurice Creek,Indiana,2010,0.045,0.021,92.31%
